dst_port,tot_fwd_pkts,flow_byts_s,fwd_header_len,fwd_pkts_s,pkt_len_max,pkt_len_mean,pkt_size_avg,subflow_fwd_pkts,init_bwd_win_byts
2639,1,2563.39833379108,20,22.8874851231347,58,56.0,56.0,1,0
80,13,141.174974823108,260,1.78876673752476,54,54.0,54.0,13,0
80,16,116.476689646201,320,1.32736968257779,54,54.0,54.0,16,0
53,1,72714.8392979257,8,227.946204695692,206,159.5,159.5,1,0
80,15,146.111856497495,300,1.84484667294816,54,54.0,54.0,15,0
80,15,79.5751593189004,300,0.170859918377255,2244,232.866666666667,232.866666666667,15,65535
443,11,392744.609835053,88,19.7606447000155,1399,1228.23595505618,1228.23595505618,11,0
4750,1,203.827590976261,20,1.81988920514519,58,56.0,56.0,1,0
80,11,111.434960366299,220,1.51331427657937,54,54.0,54.0,11,0
1879,1,2844.58893150128,20,25.3981154598329,58,56.0,56.0,1,0
49968,34,91.7401471255097,680,0.280273609692455,3602,173.890625,173.890625,34,42044
443,13,33288.7787601837,104,40.3162030820187,1399,447.25,447.25,13,0
443,2,1863.39089668269,40,11.8687318260044,100,78.5,78.5,2,65535
969,1,2313.47599768652,20,20.6560356936297,58,56.0,56.0,1,0
80,14,156.517893694261,280,1.93231967523779,54,54.0,54.0,14,0
80,13,133.599524429676,260,1.78682491521172,54,54.0,54.0,13,0
3342,1,3373.08757980966,20,30.1168533911577,58,56.0,56.0,1,0
80,20,239.176671219308,400,2.46066534176242,54,54.0,54.0,20,0
443,4,3053.73155404928,80,23.5355033067382,93,64.875,64.875,4,65535
80,11,103.831905484399,220,1.51078169355606,54,54.0,54.0,11,0
443,41,1931.17506992538,820,2.70657612179328,2974,344.164705882353,344.164705882353,41,65535
2002,1,2116.28214575893,20,18.895376301419,58,56.0,56.0,1,0
3669,1,161.712535753631,20,1.44386192637171,58,56.0,56.0,1,0
80,11,103.961210917082,220,1.5126631218094,54,54.0,54.0,11,0
443,19,72139.0348817646,380,47.711001905929,5702,756.0,756.0,19,65535
80,11,127.139674390585,220,1.72658817073634,54,54.0,54.0,11,0
80,15,171.130174259294,300,2.06678954419437,54,54.0,54.0,15,0
443,4,2097.88833566213,80,15.7440025190404,100,66.625,66.625,4,65535
80,18,162.390100218335,360,1.86655287607281,54,54.0,54.0,18,0
80,13,133.605143743053,260,1.78690007063753,54,54.0,54.0,13,0
3727,1,3606.38845955693,20,32.1998969603297,58,56.0,56.0,1,0
80,18,162.062008277374,360,1.86278170433763,54,54.0,54.0,18,0
80,12,144.053373187054,240,1.88305062989613,54,54.0,54.0,12,0
3448,1,2167.43429964779,20,19.352091961141,58,56.0,56.0,1,0
80,14,149.109567366874,280,1.93290179920022,54,54.0,54.0,14,0
80,12,118.7750008317,240,1.64965278932917,54,54.0,54.0,12,0
80,11,111.207964247601,220,1.51023161323902,54,54.0,54.0,11,0
233,1,3082.85163776493,20,27.5254610514726,58,56.0,56.0,1,0
53,1,15313.3566499669,8,94.5268929010303,89,81.0,81.0,1,0
53,1,46866.485013624,8,181.653042688465,169,129.0,129.0,1,0
80,11,111.209292593571,220,1.51024965250528,54,54.0,54.0,11,0
443,27,71.963176179353,540,0.285610136240266,1088,125.981481481481,125.981481481481,27,65535
80,12,144.047337909478,240,1.88297173737879,54,54.0,54.0,12,0
80,11,126.425105657234,220,1.51489778020651,54,54.0,54.0,11,0
53,1,15246.9856087126,8,77.7907429015947,112,98.0,98.0,1,0
2590,1,2251.07529042891,20,20.0988865216867,58,56.0,56.0,1,0
80,13,133.484065957608,260,1.78528071754003,54,54.0,54.0,13,0
443,230,300635.000333564,1840,201.893940723939,1399,578.525337837838,578.525337837838,230,0
443,9,4351.81065457968,180,7.97684234037009,2888,272.777777777778,272.777777777778,9,65535
80,16,185.980513375099,320,1.96804776058305,54,54.0,54.0,16,0
80,14,115.753631164382,280,1.30479133357596,54,54.0,54.0,14,0
443,10,55604.6564480695,200,42.0864792976608,4434,660.6,660.6,10,65535
4024,1,98.4053933184495,20,0.878619583200442,58,56.0,56.0,1,0
38,1,532.66116567189,20,4.75590326492759,58,56.0,56.0,1,0
53,1,231.617727203366,8,1.36245721884333,93,85.0,85.0,1,0
80,12,152.586386343079,240,1.88378254744542,54,54.0,54.0,12,0
80,12,144.783876943168,240,1.8925996986035,54,54.0,54.0,12,0
80,12,97.6509324759876,240,1.20556706760479,54,54.0,54.0,12,0
1456,1,2137.81255964879,20,19.0876121397213,58,56.0,56.0,1,0
80,13,170.372585915109,260,2.05078112675594,54,54.0,54.0,13,0
1227,1,103.393523134301,20,0.923156456556257,58,56.0,56.0,1,0
1834,1,2642.25724261583,20,23.5915825233557,58,56.0,56.0,1,0
80,4,34.8984043163816,80,0.30612635365247,60,57.0,57.0,4,65535
4851,1,2752.18085759921,20,24.5730433714215,58,56.0,56.0,1,0
3993,1,90.7464544063886,20,0.810236200057041,58,56.0,56.0,1,0
3847,1,127.423608409048,20,1.1377107893665,58,56.0,56.0,1,0
443,2,56242.9696287964,40,374.953130858643,93,75.0,75.0,2,65535
443,3,32940.329403294,60,270.002700027,78,61.0,61.0,3,65535
80,15,178.851820990304,300,2.07004422442481,54,54.0,54.0,15,0
4780,1,128.120946173188,20,1.14393701940346,58,56.0,56.0,1,0
443,11,8074.16608736282,220,15.6696942415298,2974,269.904761904762,269.904761904762,11,65535
1636,1,2937.01159070646,20,26.2233177741648,58,56.0,56.0,1,0
4653,1,2393.82734520273,20,21.3734584393101,58,56.0,56.0,1,0
443,23,107602.405484764,460,26.6093447391012,16114,1978.87234042553,1978.87234042553,23,65535
80,13,75.9337338223984,260,0.87049253941021,54,54.0,54.0,13,0
408,1,110.387786379921,20,0.985605235535011,58,56.0,56.0,1,0
1966,1,100.920630429552,20,0.901077057406718,58,56.0,56.0,1,0
2629,1,98.4997260476369,20,0.879461839711044,58,56.0,56.0,1,0
80,14,116.379430301137,280,1.31184543012554,54,54.0,54.0,14,0
80,16,57.9560299192209,320,0.686886280524099,54,54.0,54.0,16,0
1286,1,2579.45647167204,20,23.0308613542146,58,56.0,56.0,1,0
80,11,127.138496987524,220,1.72657218131205,54,54.0,54.0,11,0
443,2,58343.057176196,40,388.953714507974,93,75.0,75.0,2,65535
3836,1,2318.69656129019,20,20.7026478686624,58,56.0,56.0,1,0
236,1,2107.71952275208,20,18.8189243102864,58,56.0,56.0,1,0
80,13,78.4856939751433,260,0.899747814529861,54,54.0,54.0,13,0
53,1,177.12089114606,8,0.876836094782475,115,101.0,101.0,1,0
762,1,117.99807831701,20,1.05355427068759,58,56.0,56.0,1,0
80,15,53.9364022397091,300,0.624263914811448,54,54.0,54.0,15,0
80,17,157.539298986026,340,1.90752712447467,54,54.0,54.0,17,0
443,4,33497.3410864271,32,24.849659559664,1399,599.111111111111,599.111111111111,4,0
443,16,11334.7366347846,320,19.6954589657422,2932,287.75,287.75,16,65535
80,12,144.795934735835,240,1.8927573168083,54,54.0,54.0,12,0
80,11,111.314944196169,220,1.51168442735539,54,54.0,54.0,11,0
4117,1,2894.80485913673,20,25.8464719565779,58,56.0,56.0,1,0
80,12,118.648739171758,240,1.6478991551633,54,54.0,54.0,12,0
4181,1,84.7528168960794,20,0.756721579429281,58,56.0,56.0,1,0
4794,1,3310.47528966659,20,29.5578150863088,58,56.0,56.0,1,0
4217,1,2014.27980504649,20,17.9846411164865,58,56.0,56.0,1,0
443,354,35851.8338047201,2832,2.94479796531431,1399,1259.07683318726,1259.07683318726,354,0
80,13,133.532698201265,260,1.78593114878235,54,54.0,54.0,13,0
80,17,156.246539678887,340,1.89187405594094,54,54.0,54.0,17,0
53,1,34616.8085894113,8,185.116623472788,113,93.5,93.5,1,0
1717,1,84.9522939774133,20,0.758502624798333,58,56.0,56.0,1,0
3539,1,92.9679692143211,20,0.830071153699295,58,56.0,56.0,1,0
53,1,16367.5253417651,8,92.9973030782107,102,88.0,88.0,1,0
80,14,88.7276392239889,280,1.00015052265366,54,54.0,54.0,14,0
443,5,107465.061470796,40,75.0559166579101,1399,511.357142857143,511.357142857143,5,0
443,18,9566.15711798234,144,14.1884334314174,1399,356.941176470588,356.941176470588,18,0
53,1,28138.8373089559,8,142.836737608913,121,98.5,98.5,1,0
80,10,127.1838727081,200,1.57017126800123,54,54.0,54.0,10,0
80,14,48.5595273997133,280,0.572250322892245,54,54.0,54.0,14,0
80,20,84.0001870336491,400,0.211480833418049,791,203.692307692308,203.692307692308,20,65535
443,2,6158.01465607488,40,41.0534310404992,93,75.0,75.0,2,65535
443,2,6320.84615060469,40,42.1389743373646,93,75.0,75.0,2,65535
3597,1,2457.70336398148,20,21.9437800355489,58,56.0,56.0,1,0
53,1,20410.2051025513,8,100.050025012506,127,102.0,102.0,1,0
80,12,126.163906705227,240,1.64920139483957,54,54.0,54.0,12,0
53,1,156.789840018367,8,0.799948163359014,132,98.0,98.0,1,0
80,13,83.9666496906932,260,0.962580640193132,54,54.0,54.0,13,0
80,11,127.143007158151,220,1.7266334305428,54,54.0,54.0,11,0
53,1,18117.5049607454,8,86.2738331464067,136,105.0,105.0,1,0
2951,1,3733.83117749033,20,33.3377783704494,58,56.0,56.0,1,0
80,14,156.520162046676,280,1.9323476795886,54,54.0,54.0,14,0
443,64,332203.93307697,1280,47.0481339166322,32490,3476.15384615385,3476.15384615385,64,65535
178,1,88.8088904042787,20,0.792936521466774,58,56.0,56.0,1,0
80,16,55.5856710592016,320,0.633454940845602,54,54.0,54.0,16,0
80,11,111.319028792323,220,1.5117398971797,54,54.0,54.0,11,0
801,1,1554.90767735666,20,13.883104262113,58,56.0,56.0,1,0
53,1,27932.2548028311,8,126.39029322548,137,110.5,110.5,1,0
2877,1,125.423865473945,20,1.11985594173166,58,56.0,56.0,1,0
545,1,3395.48279520994,20,30.3168106715174,58,56.0,56.0,1,0
94,1,99.2974703969417,20,0.88658455711555,58,56.0,56.0,1,0
1872,1,1439.32968360449,20,12.8511578893258,58,56.0,56.0,1,0
53,1,47801.1472275335,8,191.204588910134,151,125.0,125.0,1,0
443,23,5109.99350351875,460,3.28754826799808,7790,777.173913043478,777.173913043478,23,65535
53,1,71950.9318235433,8,235.904694503421,199,152.5,152.5,1,0
443,13,16945.6375651564,260,25.9229569718796,2974,339.92,339.92,13,65535
80,12,144.75435753191,240,1.89221382394653,54,54.0,54.0,12,0
1356,1,1414.64153993836,20,12.6307280351639,58,56.0,56.0,1,0
43,1,3255.43541448669,20,29.0663876293454,58,56.0,56.0,1,0
443,2,6943.9622248455,40,46.29308149897,93,75.0,75.0,2,65535
3659,1,104.708615555774,20,0.934898353176551,58,56.0,56.0,1,0
80,21,272.453946176686,420,2.58425152200109,54,54.0,54.0,21,0
443,2,3411.80484476288,40,22.7453656317525,93,75.0,75.0,2,65535
80,12,118.715775609047,240,1.64883021679232,54,54.0,54.0,12,0
3107,1,347.660894047238,20,3.10411512542177,58,56.0,56.0,1,0
80,11,103.953563008372,220,1.51255184271441,54,54.0,54.0,11,0
443,11,12852.1314334645,220,21.7030159300137,2926,310.190476190476,310.190476190476,11,65535
2538,1,83.7125311679692,20,0.747433313999725,58,56.0,56.0,1,0
80,13,153.229645837734,260,2.04936769124542,54,54.0,54.0,13,0
443,12,25300.2168967889,240,52.9016558218272,2974,239.125,239.125,12,0
80,20,259.146384606459,400,2.46102929350863,54,54.0,54.0,20,0
3832,1,4464.64163278323,20,39.8628717212788,58,56.0,56.0,1,0
443,16,94261.4708537833,128,68.4635495783073,1399,647.911764705882,647.911764705882,16,0
222,1,162.474250732585,20,1.45066295296951,58,56.0,56.0,1,0
2102,1,2491.60196658584,20,22.2464461302307,58,56.0,56.0,1,0
149,1,2669.08154997379,20,23.8310852676231,58,56.0,56.0,1,0
80,12,96.9978758263531,240,1.19750463983152,54,54.0,54.0,12,0
80,18,162.041398783572,360,1.86254481360428,54,54.0,54.0,18,0
443,9,1150.85977945667,180,1.49203947207002,2870,408.352941176471,408.352941176471,9,65535
80,10,96.3469544412035,200,1.37246373847868,54,54.0,54.0,10,0
2317,1,2519.96850039374,20,22.4997187535156,58,56.0,56.0,1,0
443,17,91.7767828594153,340,0.184836548822422,2974,255.787878787879,255.787878787879,17,65535
4425,1,120.346253363248,20,1.07452011931471,58,56.0,56.0,1,0
443,8,14417.3081918679,64,16.493417064914,1399,466.2,466.2,8,0
985,1,2338.64400409263,20,20.8807500365413,58,56.0,56.0,1,0
1246,1,2077.65225295416,20,18.5504665442336,58,56.0,56.0,1,0
1888,1,116.218981465148,20,1.03766947736739,58,56.0,56.0,1,0
1713,1,2428.07899928458,20,21.6792767793266,58,56.0,56.0,1,0
80,15,171.114141812292,300,2.06659591560739,54,54.0,54.0,15,0
443,9,68120.5982615116,72,51.9123949495008,1399,621.578947368421,621.578947368421,9,0
80,13,161.751175612589,260,2.04947883329791,54,54.0,54.0,13,0
80,16,179.340822842264,320,1.96807487344049,54,54.0,54.0,16,0
80,20,259.148489254136,400,2.46104928066606,54,54.0,54.0,20,0
971,1,101.429706044033,20,0.905622375393153,58,56.0,56.0,1,0
2912,1,585.268988582029,20,5.2256159694824,58,56.0,56.0,1,0
4792,1,1517.61517615176,20,13.550135501355,58,56.0,56.0,1,0
443,7,48970.7546348681,56,38.0799025154496,1399,600.133333333333,600.133333333333,7,0
53,1,20137.1036846615,8,107.112253641817,102,94.0,94.0,1,0
80,14,114.679364990255,280,1.29268205303025,54,54.0,54.0,14,0
443,21,55999.9534763355,420,30.5311548627406,3882,939.463414634146,939.463414634146,21,65535
80,12,126.303154813409,240,1.65102163154783,54,54.0,54.0,12,0
443,11,48774.300671079,220,31.7090607199686,6686,805.714285714286,805.714285714286,11,65535
4749,1,2391.52716091561,20,21.3529210796037,58,56.0,56.0,1,0
412,1,126.508643816043,20,1.12954146264324,58,56.0,56.0,1,0
80,16,138.710548793388,320,1.6439768745883,54,54.0,54.0,16,0
1541,1,2521.95451474893,20,22.517451024544,58,56.0,56.0,1,0
80,15,171.122676358658,300,2.06669898983887,54,54.0,54.0,15,0
53,1,96.5959288035874,8,0.306653742233611,228,157.5,157.5,1,0
80,16,116.555496189366,320,1.32826776284178,54,54.0,54.0,16,0
38638,2,241492.864983535,40,2195.3896816685,82,73.3333333333333,73.3333333333333,2,42122
53,1,72596.2870601275,8,277.08506511499,187,131.0,131.0,1,0
2574,1,96.1505442807596,20,0.858487002506782,58,56.0,56.0,1,0
443,2,1510.59683681022,40,10.0706455787348,93,75.0,75.0,2,65535
2260,1,108.690905385537,20,0.970454512370869,58,56.0,56.0,1,0
80,14,156.224857992431,280,1.92870195052384,54,54.0,54.0,14,0
841,1,3409.43683409437,20,30.441400304414,58,56.0,56.0,1,0
3360,1,91.9934487522567,20,0.821370078145149,58,56.0,56.0,1,0
80,11,111.304833433004,220,1.51154712069511,54,54.0,54.0,11,0
80,12,118.666713547344,240,1.64814879926866,54,54.0,54.0,12,0
2988,1,2731.97385110742,20,24.392623670602,58,56.0,56.0,1,0
53,1,27726.9957343083,8,152.346130408288,105,91.0,91.0,1,0
80,14,88.7421507496211,280,1.00031409862697,54,54.0,54.0,14,0
3366,1,2177.84432302098,20,19.4450385984016,58,56.0,56.0,1,0
80,16,133.704833466412,320,1.46726840566707,54,54.0,54.0,16,0
80,12,144.053893103538,240,1.88305742619003,54,54.0,54.0,12,0
80,12,141.309856982305,240,1.65274686529011,54,54.0,54.0,12,0
80,12,144.798401349938,240,1.8927895601299,54,54.0,54.0,12,0
44946,11,15.2434821258423,220,0.0839230747668995,126,90.8181818181818,90.8181818181818,11,40880
682,1,85.2592795590877,20,0.761243567491855,58,56.0,56.0,1,0
2966,1,2398.80059970015,20,21.4178624973228,58,56.0,56.0,1,0
80,13,106.506901055483,260,1.28202751270489,54,54.0,54.0,13,0
3062,1,1937.61569468713,20,17.3001401311351,58,56.0,56.0,1,0
80,12,118.7793116134,240,1.64971266129722,54,54.0,54.0,12,0
80,12,118.688394335596,240,1.64844992132773,54,54.0,54.0,12,0
80,20,252.478459969983,400,2.46080370341114,54,54.0,54.0,20,0
2103,1,91.173657325437,20,0.814050511834259,58,56.0,56.0,1,0
53,1,38482.7840176763,8,184.128153194623,133,104.5,104.5,1,0
914,1,85.150575868783,20,0.760272998828419,58,56.0,56.0,1,0
80,13,170.374762954279,260,2.05080733185707,54,54.0,54.0,13,0
80,15,171.121238157225,300,2.06668162025635,54,54.0,54.0,15,0
3157,1,2714.29610062283,20,24.2347866127039,58,56.0,56.0,1,0
80,13,78.4853571862377,260,0.899743953634118,54,54.0,54.0,13,0
80,11,127.140452685936,220,1.72659874017938,54,54.0,54.0,11,0
443,2,3925.51980424741,40,26.1701320283161,93,75.0,75.0,2,65535
443,14,20.6511316453987,280,0.146461926563111,86,70.5,70.5,14,65535
80,16,116.44462705498,320,1.32700429692285,54,54.0,54.0,16,0
972,1,106.910932692886,20,0.954561899043624,58,56.0,56.0,1,0
80,13,133.600424222582,260,1.78683694947897,54,54.0,54.0,13,0
80,10,89.0883416768873,200,1.37482008760629,54,54.0,54.0,10,0
53,1,38406.1449831973,8,120.019203072492,229,160.0,160.0,1,0
80,17,66.6445676083998,340,0.777062859631548,54,54.0,54.0,17,0
53,1,259.676979344009,8,0.729429717258453,261,178.0,178.0,1,0
80,12,144.04803860864,240,1.88298089684497,54,54.0,54.0,12,0
80,15,130.226403205937,300,1.64427276775173,54,54.0,54.0,15,0
80,21,272.451331012123,420,2.58422671691716,54,54.0,54.0,21,0
80,13,161.767854614531,260,2.04969016568119,54,54.0,54.0,13,0
395,1,91.9636874811146,20,0.821104352509952,58,56.0,56.0,1,0
443,2,49941.7346429166,40,332.944897619444,93,75.0,75.0,2,65535
37502,17,35.5957542740331,340,0.146272135039536,997,125.363636363636,125.363636363636,17,41536
80,13,141.19142998295,260,1.78897523370209,54,54.0,54.0,13,0
80,16,58.5989740578435,320,0.694506359204071,54,54.0,54.0,16,0
80,11,127.11668904025,220,1.7262760240034,54,54.0,54.0,11,0
80,14,148.6214329996,280,1.9265741314763,54,54.0,54.0,14,0
80,11,135.638326681456,220,1.72687684432409,54,54.0,54.0,11,0
53,1,148.676881948432,8,0.70798515213539,119,105.0,105.0,1,0
80,16,122.756277116875,320,1.39893193295584,54,54.0,54.0,16,0
4889,1,98.2315686441325,20,0.877067577179754,58,56.0,56.0,1,0
80,13,86.2375711241326,260,0.988614131052666,54,54.0,54.0,13,0
80,12,98.4359197174653,240,1.28674404859432,54,54.0,54.0,12,0
2384,1,2950.55191127269,20,26.3442134935062,58,56.0,56.0,1,0
3825,1,85.2714830842695,20,0.761352527538121,58,56.0,56.0,1,0
443,14,19307.1511265473,280,31.1692937928578,2974,309.714285714286,309.714285714286,14,0
443,38,241.991227917957,304,0.316567979237206,1399,403.444444444444,403.444444444444,38,0
3025,1,3350.18396099429,20,29.9123567945918,58,56.0,56.0,1,0
80,18,162.359390909678,360,1.86619989551354,54,54.0,54.0,18,0
80,15,102.868776825951,300,1.19061084289295,54,54.0,54.0,15,0
4736,1,4570.8688731992,20,40.8113292249929,58,56.0,56.0,1,0
80,16,133.707408390021,320,1.46729666271628,54,54.0,54.0,16,0
53,1,609.071069769844,8,2.1521945928263,207,141.5,141.5,1,0
760,1,82.8623619176422,20,0.739842517121805,58,56.0,56.0,1,0
53,1,36506.8942875903,8,131.319763624425,197,139.0,139.0,1,0
443,24,9945.95296077655,192,6.8302298002357,1399,613.122807017544,613.122807017544,24,0
80,11,127.125307572619,220,1.726393065801,54,54.0,54.0,11,0
443,36,233798.203038867,720,57.0262701017602,24874,1696.48275862069,1696.48275862069,36,0
443,23,1021.28654566693,184,0.959659703000343,1399,470.711538461539,470.711538461539,23,0
53,1,22379.4950267789,8,95.6388676358072,158,117.0,117.0,1,0
