dst_port,tot_fwd_pkts,flow_byts_s,fwd_header_len,fwd_pkts_s,pkt_len_max,pkt_len_mean,pkt_size_avg,subflow_fwd_pkts,init_bwd_win_byts
80,17,156.268190941921,340,1.89213621510873,54,54.0,54.0,17,0
4972,1,125.597710533162,20,1.12140812976038,58,56.0,56.0,1,0
1820,1,3275.33265097236,20,29.244041526539,58,56.0,56.0,1,0
443,19,75.1772071303623,380,0.164634271032375,2974,234.486486486486,234.486486486486,19,65535
80,12,126.093445132525,240,1.64828032852974,54,54.0,54.0,12,0
1498,1,2404.31058540669,20,21.467058798274,58,56.0,56.0,1,0
80,12,118.633034384494,240,1.64768103311798,54,54.0,54.0,12,0
80,17,166.028767743095,340,2.09073263083897,54,54.0,54.0,17,0
80,13,141.010401372501,260,1.78668149887185,54,54.0,54.0,13,0
80,10,127.18702805369,200,1.57021022288506,54,54.0,54.0,10,0
80,17,166.029237379749,340,2.09073854478202,54,54.0,54.0,17,0
669,1,2498.9959391316,20,22.3124637422464,58,56.0,56.0,1,0
80,12,152.585116828867,240,1.88376687443045,54,54.0,54.0,12,0
80,12,144.787439263798,240,1.89264626488625,54,54.0,54.0,12,0
1835,1,2205.07166482911,20,19.6881398645456,58,56.0,56.0,1,0
2921,1,155.745695091647,20,1.39058656331827,58,56.0,56.0,1,0
80,12,144.799360611451,240,1.89280209949609,54,54.0,54.0,12,0
80,14,156.517224002786,280,1.9323114074418,54,54.0,54.0,14,0
1883,1,2111.97224265053,20,18.8568950236654,58,56.0,56.0,1,0
4180,1,86.642040729495,20,0.773589649370491,58,56.0,56.0,1,0
310,1,1260.40963313077,20,11.2536574386676,58,56.0,56.0,1,0
443,148,59984.6642871145,2960,20.5030307774043,7095,1392.27009646302,1392.27009646302,148,65535
4520,1,1982.897508985,20,17.704442044509,58,56.0,56.0,1,0
80,13,149.715748017306,260,1.80213400391202,54,54.0,54.0,13,0
39,1,96.5602147775063,20,0.862144774799163,58,56.0,56.0,1,0
443,10,80602.5369978858,80,88.0902043692741,1399,397.826086956522,397.826086956522,10,0
80,12,118.82181568536,240,1.65030299563,54,54.0,54.0,12,0
1947,1,118.477521534876,20,1.05783501370425,58,56.0,56.0,1,0
80,15,171.12484549507,300,2.06672518713852,54,54.0,54.0,15,0
80,12,126.302407588051,240,1.65101186389609,54,54.0,54.0,12,0
53,1,37462.8076819042,8,135.244793075467,199,138.5,138.5,1,0
80,13,141.149726429543,260,1.78844682610533,54,54.0,54.0,13,0
80,16,58.027144152407,320,0.687729115880379,54,54.0,54.0,16,0
4822,1,3263.78365776897,20,29.1409255157944,58,56.0,56.0,1,0
80,21,265.80293837765,420,2.58419523422715,54,54.0,54.0,21,0
443,13,31937.0819185824,260,42.5653131988488,2719,390.16,390.16,13,0
2773,1,2249.40250246028,20,20.083950914824,58,56.0,56.0,1,0
443,11,15648.4534963373,220,20.5876077574106,3124,398.142857142857,398.142857142857,11,65535
831,1,2443.54750736337,20,21.8173884586015,58,56.0,56.0,1,0
3841,1,6372.68847795164,20,56.8990042674253,58,56.0,56.0,1,0
443,26,1401.13886498828,208,3.41229022945814,1399,197.703703703704,197.703703703704,26,0
80,17,166.01600689446,340,2.09057193867098,54,54.0,54.0,17,0
443,2,4058.82591695642,40,27.0588394463761,93,75.0,75.0,2,65535
80,14,117.576726624171,280,1.32534152394395,54,54.0,54.0,14,0
80,12,144.785635246186,240,1.89262268295668,54,54.0,54.0,12,0
4685,1,2949.2310933221,20,26.3324204760902,58,56.0,56.0,1,0
80,11,111.203536656873,220,1.51017148546371,54,54.0,54.0,11,0
443,8,26206.8828711774,64,19.8367927873421,1399,503.285714285714,503.285714285714,8,0
80,11,111.44570812259,220,1.51346023376356,54,54.0,54.0,11,0
53,1,42799.0235964199,8,162.73393002441,174,131.5,131.5,1,0
80,12,118.6825902805,240,1.64836930945139,54,54.0,54.0,12,0
80,15,102.925138798044,300,1.19126318053292,54,54.0,54.0,15,0
53,1,114.588393648252,8,0.537973679099776,139,106.5,106.5,1,0
80,11,126.424217701952,220,1.51488714021947,54,54.0,54.0,11,0
80,14,163.94315864371,280,1.93199008502688,54,54.0,54.0,14,0
80,13,76.333586118219,260,0.875076384071294,54,54.0,54.0,13,0
443,4,1894.12784829919,80,14.214843139206,100,66.625,66.625,4,65535
443,2,60180.5416248746,40,401.203610832498,93,75.0,75.0,2,65535
80,11,118.98672884825,220,1.51487733487355,54,54.0,54.0,11,0
443,11,74336.9585956878,88,104.941804999046,1399,389.6,389.6,11,0
443,862,117051.22357003,6896,50.1984615394471,1399,779.366033346258,779.366033346258,862,0
80,15,53.9580363854527,300,0.624514310016814,54,54.0,54.0,15,0
146,1,3281.76277543366,20,29.3014533520863,58,56.0,56.0,1,0
443,35,143116.915037916,700,79.6547988602536,5702,885.704225352113,885.704225352113,35,65535
80,11,103.815023599379,220,1.51053605766293,54,54.0,54.0,11,0
3843,1,2265.83046732753,20,20.2306291725673,58,56.0,56.0,1,0
2064,1,103.414907997666,20,0.923347392836302,58,56.0,56.0,1,0
1783,1,100.057622470083,20,0.893371629197172,58,56.0,56.0,1,0
3162,1,92.2419572425585,20,0.823588903951415,58,56.0,56.0,1,0
3670,1,84.5679371237388,20,0.755070867176239,58,56.0,56.0,1,0
80,10,89.0894930079184,200,1.37483785506047,54,54.0,54.0,10,0
443,10,32485.4936835766,80,36.0629370377182,1399,563.0,563.0,10,0
1263,1,3505.14818639877,20,31.295965949989,58,56.0,56.0,1,0
80,13,76.3346805888379,260,0.875088930912604,54,54.0,54.0,13,0
53,1,17108.7928464978,8,59.6125186289121,197,143.5,143.5,1,0
2641,1,91.1767004454633,20,0.814077682548779,58,56.0,56.0,1,0
80,13,76.3660636216855,260,0.875448701130433,54,54.0,54.0,13,0
53,1,219.452587711763,8,1.10834640258466,107,99.0,99.0,1,0
443,17,62063.3711255406,136,64.4400726277524,1399,511.65625,511.65625,17,0
80,11,103.80966360863,220,1.51045806837954,54,54.0,54.0,11,0
1352,1,97.8600967591707,20,0.873750863921167,58,56.0,56.0,1,0
80,11,136.287447894501,220,1.73514111902721,54,54.0,54.0,11,0
53,1,807.622145789917,8,2.8238536566081,199,143.0,143.0,1,0
80,16,186.308608202933,320,2.20810202314588,54,54.0,54.0,16,0
80,13,111.016781712225,260,1.40664538231864,54,54.0,54.0,13,0
80,13,133.599836601352,260,1.7868290903473,54,54.0,54.0,13,0
912,1,3724.3947858473,20,33.2535248736366,58,56.0,56.0,1,0
4364,1,83.2717469371611,20,0.743497740510367,58,56.0,56.0,1,0
169,1,114.17305577048,20,1.019402283665,58,56.0,56.0,1,0
4622,1,94.8275789079758,20,0.846674811678355,58,56.0,56.0,1,0
443,17,24.3834963794587,340,0.154096445520743,380,79.1176470588235,79.1176470588235,17,65535
80,13,86.3361474298589,260,0.989744194522192,54,54.0,54.0,13,0
80,14,47.5232315447532,280,0.153089102997364,998,160.962962962963,160.962962962963,14,65535
4271,1,1951.35549515646,20,17.4228169210398,58,56.0,56.0,1,0
1139,1,91.8136641685699,20,0.819764858647945,58,56.0,56.0,1,0
443,15,22053.2922579358,300,38.3802510580156,2931,278.032258064516,278.032258064516,15,65535
3437,1,91.6628542012278,20,0.818418341082391,58,56.0,56.0,1,0
80,16,134.611856682505,320,1.47722202120718,54,54.0,54.0,16,0
1595,1,2719.56875409756,20,24.2818638758711,58,56.0,56.0,1,0
80,20,239.172963514189,400,2.46062719664803,54,54.0,54.0,20,0
80,15,133.695163061677,300,1.54739772062126,54,54.0,54.0,15,0
53,1,34632.0346320346,8,149.276011344977,139,116.0,116.0,1,0
443,2,6647.31559238661,40,44.3154372825774,93,75.0,75.0,2,65535
80,13,107.293355233099,260,1.29149409076879,54,54.0,54.0,13,0
53,1,243.768500287968,8,1.33938736421961,105,91.0,91.0,1,0
80,11,135.648953069544,220,1.72701213398725,54,54.0,54.0,11,0
443,11,33155.5986427533,220,38.0860051242989,2974,435.272727272727,435.272727272727,11,65535
53,1,38402.4577572965,8,139.645300935624,191,137.5,137.5,1,0
903,1,201.018373438294,20,1.79480690569905,58,56.0,56.0,1,0
80,12,144.808108749312,240,1.89291645423938,54,54.0,54.0,12,0
1355,1,120.816330052954,20,1.07871723261566,58,56.0,56.0,1,0
1859,1,127.062208295801,20,1.13448400264108,58,56.0,56.0,1,0
443,2,1975.36456170812,40,12.5819398834912,100,78.5,78.5,2,65535
443,14,43652.2939074876,280,66.1613202018866,3862,329.892857142857,329.892857142857,14,65535
2711,1,82.6526176895789,20,0.737969800799812,58,56.0,56.0,1,0
443,33,286591.376890941,264,105.966559522701,1399,920.103092783505,920.103092783505,33,0
80,15,171.124185317297,300,2.06671721397702,54,54.0,54.0,15,0
2161,1,105.859913308292,20,0.945177797395468,58,56.0,56.0,1,0
2446,1,2272.77339231721,20,20.2926195742608,58,56.0,56.0,1,0
80,13,77.2210552808783,260,0.885250192814302,54,54.0,54.0,13,0
443,6,235.375061106987,120,1.57441512446145,93,69.0,69.0,6,65535
1952,1,2196.5521975328,20,19.6120731922572,58,56.0,56.0,1,0
53,1,29107.3738680466,8,107.805088400172,191,135.0,135.0,1,0
3114,1,84.71435378832,20,0.756378158824286,58,56.0,56.0,1,0
53,1,136.131209452764,8,0.584254117823022,160,116.5,116.5,1,0
4069,1,2489.1654628292,20,22.2246916324036,58,56.0,56.0,1,0
443,8,7231.03542600389,64,6.47434621242654,1399,525.588235294118,525.588235294118,8,0
796,1,3116.99877546477,20,27.8303462095068,58,56.0,56.0,1,0
53,1,42994.8109710897,8,185.322461082283,139,116.0,116.0,1,0
80,11,111.204574818918,220,1.51018558396062,54,54.0,54.0,11,0
80,13,105.414471516465,260,1.3356609451404,54,54.0,54.0,13,0
53,1,27312.0320573658,8,105.451861225351,170,129.5,129.5,1,0
53,1,2343.23432343234,8,11.001100110011,136,106.5,106.5,1,0
80,14,148.617444935861,280,1.92652243435375,54,54.0,54.0,14,0
3956,1,4012.46730913911,20,35.8256009744563,58,56.0,56.0,1,0
80,21,272.45092868357,420,2.58422290079267,54,54.0,54.0,21,0
80,14,117.592155751094,280,1.32551544324905,54,54.0,54.0,14,0
443,12,28023.8369197479,240,41.2165759329544,2974,354.739130434783,354.739130434783,12,65535
3567,1,89.6866013822947,20,0.800773226627632,58,56.0,56.0,1,0
2436,1,91.768527000431,20,0.819361848218134,58,56.0,56.0,1,0
80,13,141.371560423734,260,1.79125758821496,54,54.0,54.0,13,0
443,5,4429.27181774574,100,31.1481843723329,93,64.6363636363636,64.6363636363636,5,0
1892,1,113.038712731288,20,1.00927422081507,58,56.0,56.0,1,0
3650,1,83.4801067650937,20,0.745358096116908,58,56.0,56.0,1,0
443,4,33855.9489649197,32,25.1156891431155,1399,599.111111111111,599.111111111111,4,0
80,11,111.208529172469,220,1.51023928505821,54,54.0,54.0,11,0
53,1,29658.0600139567,8,174.459176552687,93,85.0,85.0,1,0
80,15,53.9789302242358,300,0.624756136854581,54,54.0,54.0,15,0
80,13,133.620406420488,260,1.78710420109706,54,54.0,54.0,13,0
876,1,1345.91119389533,20,12.0170642312083,58,56.0,56.0,1,0
80,11,127.144783375113,220,1.72665755200771,54,54.0,54.0,11,0
80,10,138.238179995619,200,1.8285473544394,54,54.0,54.0,10,0
443,10,55681.1466414025,200,93.8024707570797,2974,282.666666666667,282.666666666667,10,65535
1602,1,2208.15835649928,20,19.7156996116007,58,56.0,56.0,1,0
80,15,171.118574011883,300,2.06664944458796,54,54.0,54.0,15,0
443,30,154840.66864832,600,43.5847592813745,10676,1806.42372881356,1806.42372881356,30,65535
366,1,121.128484877325,20,1.08150432926183,58,56.0,56.0,1,0
80,17,144.836665711405,340,1.75372031132043,54,54.0,54.0,17,0
1397,1,2819.88015509341,20,25.1775013847626,58,56.0,56.0,1,0
443,11,77030.6647379463,88,105.37710634466,1399,349.608695652174,349.608695652174,11,0
80,13,170.382611507926,260,2.05090180518799,54,54.0,54.0,13,0
80,16,40.8266932310923,320,0.14281309394348,998,147.548387096774,147.548387096774,16,65535
2056,1,2018.34531725865,20,18.0209403326666,58,56.0,56.0,1,0
80,10,127.192819918207,200,1.57028172738527,54,54.0,54.0,10,0
660,1,1875.66988210075,20,16.7470525187567,58,56.0,56.0,1,0
2784,1,2291.32569558101,20,20.4582651391162,58,56.0,56.0,1,0
2367,1,109.98680158381,20,0.98202501414116,58,56.0,56.0,1,0
443,20,99911.3697231267,400,24.0843143677386,19861,2023.60975609756,2023.60975609756,20,65535
53,1,27366.7462211615,8,159.108989657916,94,86.0,86.0,1,0
334,1,83.8101281546656,20,0.748304715666657,58,56.0,56.0,1,0
80,11,103.815836199484,220,1.51054788120942,54,54.0,54.0,11,0
1817,1,287.171387473687,20,2.56403024530077,58,56.0,56.0,1,0
4947,1,2436.42454697731,20,21.7537905980117,58,56.0,56.0,1,0
443,8,6643.00804387138,160,7.24428358110292,2974,489.066666666667,489.066666666667,8,65535
249,1,2533.42079667036,20,22.6198285416997,58,56.0,56.0,1,0
2228,1,117.946509151912,20,1.0530938317135,58,56.0,56.0,1,0
3288,1,1115.66008227993,20,9.96125073464224,58,56.0,56.0,1,0
443,12,5619.65370605342,240,9.8360333244809,2974,285.666666666667,285.666666666667,12,0
443,28,98235.5259300554,560,33.641069017056,8526,1486.6,1486.6,28,65535
80,13,105.412272947512,260,1.33563308802891,54,54.0,54.0,13,0
2761,1,102.067504896051,20,0.911317008000452,58,56.0,56.0,1,0
80,15,53.9366581371002,300,0.624266876586808,54,54.0,54.0,15,0
80,10,127.174607281673,200,1.57005688002065,54,54.0,54.0,10,0
80,12,144.054865131379,240,1.88307013243632,54,54.0,54.0,12,0
443,2,1939.73239105993,40,12.3549833825474,100,78.5,78.5,2,65535
80,20,259.155600665092,400,2.46111681543297,54,54.0,54.0,20,0
53,1,39623.0456200471,8,107.089312486614,281,185.0,185.0,1,0
2783,1,90.0614749978892,20,0.804120312481154,58,56.0,56.0,1,0
53,1,25086.7360555111,8,133.440085401655,102,94.0,94.0,1,0
80,12,118.836344610545,240,1.65050478625757,54,54.0,54.0,12,0
80,11,136.283492378062,220,1.73509075944292,54,54.0,54.0,11,0
2263,1,113.724287649339,20,1.01539542544053,58,56.0,56.0,1,0
80,14,148.613252586799,280,1.92646808908814,54,54.0,54.0,14,0
53,1,1376.22265274299,8,5.90653499031328,155,116.5,116.5,1,0
80,11,127.146998726489,220,1.7266876370264,54,54.0,54.0,11,0
53,1,43414.4910530948,8,146.670577882077,221,148.0,148.0,1,0
1365,1,3285.42094455852,20,29.3341155764154,58,56.0,56.0,1,0
335,1,270.351819443606,20,2.41385553074648,58,56.0,56.0,1,0
53,1,35297.6821693683,8,151.492198151795,145,116.5,116.5,1,0
1619,1,2429.07955235534,20,21.688210288887,58,56.0,56.0,1,0
847,1,101.943294042689,20,0.910207982524007,58,56.0,56.0,1,0
3814,1,112.325857312062,20,1.00290944028627,58,56.0,56.0,1,0
443,16,20.4369184888181,320,0.144942684317859,86,70.5,70.5,16,65535
2950,1,114.855538395591,20,1.02549587853206,58,56.0,56.0,1,0
1182,1,117.117201902736,20,1.045689302703,58,56.0,56.0,1,0
80,11,136.288307819762,220,1.73515206714975,54,54.0,54.0,11,0
80,12,144.746848326589,240,1.89211566439986,54,54.0,54.0,12,0
1097,1,3334.22642969843,20,29.7698788365931,58,56.0,56.0,1,0
1088,1,3156.44111264549,20,28.1825099343347,58,56.0,56.0,1,0
2684,1,2911.96505641932,20,25.999688003744,58,56.0,56.0,1,0
80,12,92.4880649592645,240,1.208994313193,54,54.0,54.0,12,0
3138,1,83.0736663153343,20,0.741729163529771,58,56.0,56.0,1,0
3844,1,84.7114063908705,20,0.75635184277563,58,56.0,56.0,1,0
80,14,149.11030849266,280,1.93291140638634,54,54.0,54.0,14,0
766,1,126.685367840014,20,1.13111935571442,58,56.0,56.0,1,0
118,1,88.3569938110659,20,0.788901730455946,58,56.0,56.0,1,0
58,1,589.529534376941,20,5.26365655693697,58,56.0,56.0,1,0
4001,1,126.572693975479,20,1.13011333906678,58,56.0,56.0,1,0
80,12,118.631731269471,240,1.6476629342982,54,54.0,54.0,12,0
63,1,3622.01668714831,20,32.3394347066813,58,56.0,56.0,1,0
80,12,118.822551034905,240,1.65031320881812,54,54.0,54.0,12,0
443,4,53373.0974907446,80,411.353352529823,93,64.875,64.875,4,65535
136,1,2159.20263731179,20,19.2785949759981,58,56.0,56.0,1,0
80,13,148.770269088224,260,1.79075323902492,54,54.0,54.0,13,0
4739,1,1551.37546056459,20,13.8515666121838,58,56.0,56.0,1,0
80,15,51.2724123444504,300,0.593430698431139,54,54.0,54.0,15,0
185,1,3740.44016965568,20,33.3967872290686,58,56.0,56.0,1,0
80,17,166.034423978618,340,2.09080385750852,54,54.0,54.0,17,0
1431,1,127.800922677019,20,1.14107966675909,58,56.0,56.0,1,0
4281,1,2669.39962342398,20,23.8339252091427,58,56.0,56.0,1,0
53,1,41129.0322580645,8,201.612903225806,124,102.0,102.0,1,0
80,13,106.472009543835,260,1.28160752228691,54,54.0,54.0,13,0
2477,1,2238.65680591645,20,19.9880071956826,58,56.0,56.0,1,0
80,13,84.2383133082867,260,0.965694949742263,54,54.0,54.0,13,0
80,12,118.821031322544,240,1.650292101702,54,54.0,54.0,12,0
4753,1,2249.31215231057,20,20.0831442170586,58,56.0,56.0,1,0
1948,1,104.153879918016,20,0.929945356410857,58,56.0,56.0,1,0
1504,1,125.774721751503,20,1.12298858706699,58,56.0,56.0,1,0
1652,1,87.2541206147988,20,0.779054648346418,58,56.0,56.0,1,0
4043,1,83.8053620466467,20,0.748262161130774,58,56.0,56.0,1,0
53,1,26719.3527142723,8,94.0822278671559,208,142.0,142.0,1,0
621,1,92.9393479474926,20,0.829815606674041,58,56.0,56.0,1,0
443,11,66342.8182557554,88,60.8598949890176,1399,571.0,571.0,11,0
443,16,20.4415962889659,320,0.144975860205432,86,70.5,70.5,16,65535
2521,1,205.567954892517,20,1.83542816868319,58,56.0,56.0,1,0
1030,1,100.426723909899,20,0.896667177766958,58,56.0,56.0,1,0
4949,1,2017.43641472729,20,18.0128251314936,58,56.0,56.0,1,0
1761,1,117.478122321997,20,1.0489118064464,58,56.0,56.0,1,0
443,2,6450.50313924486,40,43.0033542616324,93,75.0,75.0,2,65535
563,1,114.160719946426,20,1.0192921423788,58,56.0,56.0,1,0
80,14,156.521436673552,280,1.93236341572287,54,54.0,54.0,14,0
80,11,136.288931272363,220,1.73516000462499,54,54.0,54.0,11,0
80,9,88.9577365637438,180,1.23552411894089,54,54.0,54.0,9,0
80,13,22.6812707462834,260,0.118368735327854,633,95.8076923076923,95.8076923076923,13,65535
443,8,42207.0386577075,160,45.2865221649222,3548,438.588235294118,438.588235294118,8,65535
53,1,959.935813247114,8,4.77580006590604,122,100.5,100.5,1,0
4216,1,269.795003974659,20,2.40888396405945,58,56.0,56.0,1,0
53,1,36727.3323495655,8,163.961305131989,139,112.0,112.0,1,0
80,13,133.605272294967,260,1.78690178995327,54,54.0,54.0,13,0
443,16,5114.13665678989,128,5.71531651244242,1399,376.763157894737,376.763157894737,16,0
53,1,267.774978502572,8,1.25715952348625,134,106.5,106.5,1,0
53,1,33554.8885077187,8,107.204116638079,242,156.5,156.5,1,0
3429,1,2221.0764288264,20,19.8310395430929,58,56.0,56.0,1,0
80,13,170.383417907139,260,2.0509115118452,54,54.0,54.0,13,0
4809,1,97.7015705527466,20,0.872335451363809,58,56.0,56.0,1,0
374,1,99.8348268445153,20,0.891382382540315,58,56.0,56.0,1,0
4875,1,2252.07110110191,20,20.1077776884099,58,56.0,56.0,1,0
53,1,31860.4651162791,8,116.279069767442,172,137.0,137.0,1,0
80,13,105.197580742732,260,1.33291281642838,54,54.0,54.0,13,0
2955,1,2733.57414819877,20,24.406912037489,58,56.0,56.0,1,0
53,1,34920.6349206349,8,138.026224982747,167,126.5,126.5,1,0
2491,1,83.8068043642393,20,0.748275038966423,58,56.0,56.0,1,0
443,19,57265.0947950288,380,44.9601983927912,6258,636.842105263158,636.842105263158,19,65535
4202,1,96.125374953332,20,0.858262276369035,58,56.0,56.0,1,0
2017,1,2003.68534983988,20,17.8900477664275,58,56.0,56.0,1,0
80,18,69.9526750721838,360,0.832769941335521,54,54.0,54.0,18,0
443,16,20.3622838406152,320,0.144413360571739,86,70.5,70.5,16,65535
443,11,25736.1992942037,220,41.0346705662038,2974,328.52380952381,328.52380952381,11,65535
80,9,88.9487981617248,180,1.2353999744684,54,54.0,54.0,9,0
1789,1,3221.81629893853,20,28.7662169548083,58,56.0,56.0,1,0
80,16,159.407594148265,320,1.96799498948476,54,54.0,54.0,16,0
80,20,239.170638900563,400,2.46060328086999,54,54.0,54.0,20,0
80,13,141.191235684778,260,1.78897277183441,54,54.0,54.0,13,0
4747,1,114.729177678619,20,1.02436765784481,58,56.0,56.0,1,0
443,10,8470.32417965562,200,11.6414570913354,2886,346.47619047619,346.47619047619,10,65535
443,61,209872.157933671,488,66.2619257888156,1399,956.465346534653,956.465346534653,61,0
80,21,272.455220249404,420,2.58426360670166,54,54.0,54.0,21,0
80,13,133.606612922536,260,1.78691972015738,54,54.0,54.0,13,0
443,11,15758.345646995,220,20.7321853985103,3172,398.142857142857,398.142857142857,11,65535
443,15,31187.6147487753,300,40.086908417449,3306,376.451612903226,376.451612903226,15,65535
80,13,77.2647514865118,260,0.88575111933391,54,54.0,54.0,13,0
1953,1,114.411917635678,20,1.02153497888998,58,56.0,56.0,1,0
2154,1,2413.6890651265,20,21.5507952243438,58,56.0,56.0,1,0
443,26,188600.149366826,520,47.2449815835428,20034,2035.11764705882,2035.11764705882,26,65535
962,1,214.939442731113,20,1.91910216724208,58,56.0,56.0,1,0
1709,1,1935.30550179707,20,17.2795134089024,58,56.0,56.0,1,0
80,11,103.81060441802,220,1.51047175740505,54,54.0,54.0,11,0
80,9,88.9594707240972,180,1.23554820450135,54,54.0,54.0,9,0
80,13,141.138930642871,260,1.78831003738531,54,54.0,54.0,13,0
80,17,136.658954293274,340,1.53650940673655,54,54.0,54.0,17,0
443,11,27961.6430475515,220,36.7916355888836,3124,398.095238095238,398.095238095238,11,65535
3515,1,3958.01675089232,20,35.3394352758243,58,56.0,56.0,1,0
2832,1,501.670742741451,20,4.47920306019153,58,56.0,56.0,1,0
2664,1,99.8699016192299,20,0.891695550171696,58,56.0,56.0,1,0
80,12,144.74600387503,240,1.89210462581739,54,54.0,54.0,12,0
74,1,106.524532504725,20,0.951111897363613,58,56.0,56.0,1,0
80,15,171.120106474733,300,2.06666795259339,54,54.0,54.0,15,0
2681,1,88.334902855268,20,0.788704489779178,58,56.0,56.0,1,0
4247,1,2935.54897386837,20,26.2102586952533,58,56.0,56.0,1,0
1412,1,121.793407931796,20,1.08744114224818,58,56.0,56.0,1,0
80,18,70.3477262051608,360,0.837472931013819,54,54.0,54.0,18,0
44350,15,19.0124178841507,300,0.135159368844673,86,70.3333333333333,70.3333333333333,15,41353
80,13,133.602297299749,260,1.78686200092257,54,54.0,54.0,13,0
53,1,158.656605284797,8,0.547091742361368,188,145.0,145.0,1,0
80,13,133.610451306413,260,1.78697105656726,54,54.0,54.0,13,0
4684,1,107.454461374918,20,0.959414833704627,58,56.0,56.0,1,0
53,1,22169.6459866807,8,87.6270592358921,170,126.5,126.5,1,0
443,2,2185.20326032326,40,14.5680217354884,93,75.0,75.0,2,65535
3064,1,107.982614799017,20,0.964130489276941,58,56.0,56.0,1,0
3077,1,2958.18916563218,20,26.412403264573,58,56.0,56.0,1,0
3618,1,4986.19891372095,20,44.5196331582228,58,56.0,56.0,1,0
80,13,133.535835206888,260,1.78597310461887,54,54.0,54.0,13,0
443,2,2529.23372648867,40,16.8615581765911,93,75.0,75.0,2,65535
18,1,96.1181154327075,20,0.858197459220602,58,56.0,56.0,1,0
80,14,148.609305859692,280,1.92641692781083,54,54.0,54.0,14,0
80,17,65.625906407195,340,0.765185465653165,54,54.0,54.0,17,0
80,9,88.9591654092719,180,1.23554396401767,54,54.0,54.0,9,0
4505,1,4025.59125871612,20,35.9427790956797,58,56.0,56.0,1,0
443,19,4136.16759627125,152,4.74904425484371,1504,447.243243243243,447.243243243243,19,0
443,12,15793.3454600366,240,16.6245741684596,4434,495.652173913043,495.652173913043,12,65535
443,181,418227.382622003,1448,170.14028583568,1399,833.187265917603,833.187265917603,181,0
80,13,133.613389931159,260,1.78701035916159,54,54.0,54.0,13,0
80,11,103.955878704941,220,1.5125855367121,54,54.0,54.0,11,0
80,13,141.132154994469,260,1.78822418608976,54,54.0,54.0,13,0
443,16,3469.48469310914,320,4.87801011333447,2974,367.096774193548,367.096774193548,16,65535
80,18,165.230745368976,360,1.89920396975834,54,54.0,54.0,18,0
80,6,529.465314044096,120,3.41590525189739,239,84.5454545454546,84.5454545454546,6,65535
53,1,29912.1331089923,8,186.950831931202,88,80.0,80.0,1,0
80,5,24.295586757814,100,0.213119182086088,60,57.0,57.0,5,65535
4643,1,1273.36395470463,20,11.3693210241484,58,56.0,56.0,1,0
443,27,428652.06098002,540,73.9782777856932,14654,2793.67857142857,2793.67857142857,27,65535
80,12,97.7504425168567,240,1.20679558662786,54,54.0,54.0,12,0
105,1,2804.41695670681,20,25.0394371134537,58,56.0,56.0,1,0
807,1,2313.52378591642,20,20.6564623742538,58,56.0,56.0,1,0
443,10,6996.17728452847,200,7.50582264191447,2870,466.05,466.05,10,65535
2028,1,1994.1599601168,20,17.8049996439,58,56.0,56.0,1,0
80,12,152.581356316397,240,1.88372044835058,54,54.0,54.0,12,0
1688,1,84.8908016268716,20,0.75795358595421,58,56.0,56.0,1,0
80,13,86.2301414037446,260,0.988528957891252,54,54.0,54.0,13,0
80,12,118.635933918137,240,1.64772130441857,54,54.0,54.0,12,0
3523,1,98.1814515952295,20,0.876620103528834,58,56.0,56.0,1,0
2487,1,2013.62794627928,20,17.9788209489222,58,56.0,56.0,1,0
3621,1,6846.80278762685,20,61.1321677466683,58,56.0,56.0,1,0
80,15,119.04554047469,300,1.32272822749656,54,54.0,54.0,15,0
443,2,53802.0086083214,40,358.680057388809,93,75.0,75.0,2,65535
80,14,148.574571434585,280,1.92596666674462,54,54.0,54.0,14,0
443,2,1831.40569135565,40,11.6650044035392,100,78.5,78.5,2,65535
1288,1,87.9354177167883,20,0.78513765818561,58,56.0,56.0,1,0
80,12,152.585332405263,240,1.88376953586744,54,54.0,54.0,12,0
80,13,133.537724819415,260,1.7859983772144,54,54.0,54.0,13,0
443,5,23654.9746215238,40,16.9302709859174,1399,436.625,436.625,5,0
53,1,84226.6462480858,8,191.424196018377,365,220.0,220.0,1,0
443,115,36409.9182192309,920,3.82042907006338,1399,1221.83612040134,1221.83612040134,115,0
3370,1,84.3529750239879,20,0.753151562714177,58,56.0,56.0,1,0
443,10,30313.5582682982,200,36.5708267201088,3189,436.263157894737,436.263157894737,10,65535
80,15,53.4453484494198,300,0.593837204993553,54,54.0,54.0,15,0
443,5,28526.6624433601,40,24.1792358394305,1399,421.357142857143,421.357142857143,5,0
80,11,111.318233266946,220,1.51172909374864,54,54.0,54.0,11,0
443,2,6804.88136823481,40,45.3658757882321,93,75.0,75.0,2,65535
80,12,97.6466357117455,240,1.20551402113266,54,54.0,54.0,12,0
2570,1,84.3485281181843,20,0.753111858198075,58,56.0,56.0,1,0
235,1,111.47861451989,20,0.995344772499022,58,56.0,56.0,1,0
193,1,104.31617487489,20,0.931394418525808,58,56.0,56.0,1,0
53,1,64203.9038554606,8,161.316341345378,327,199.0,199.0,1,0
53,1,188.369490192412,8,0.687479891213182,193,137.0,137.0,1,0
443,11,14265.6338013612,220,28.4227443968435,2974,250.954545454545,250.954545454545,11,65535
53,1,33252.853380158,8,109.745390693591,224,151.5,151.5,1,0
