src_port,dst_port,protocol,flow_pkts_s,flow_iat_max,bwd_iat_tot,bwd_iat_max,bwd_header_len,bwd_pkts_s,init_bwd_win_byts
64329,642,6,1.61572422818873,0,0,0,20,0.807862114094366,0
4097,80,6,1.90497734862871,4459170,12237387,5379629,180,0.714366505735768,0
64329,1879,6,50.7962309196658,0,0,0,20,25.3981154598329,0
64329,4685,6,52.6648409521803,0,0,0,20,26.3324204760902,0
64329,860,6,48.1440469885899,0,0,0,20,24.0720234942949,0
64329,2515,6,47.1098129740425,0,0,0,20,23.5549064870212,0
4159,80,6,1.59699072194019,5929928,12772718,5929928,160,0.608377417881977,0
5626,80,6,2.8985451235843,901655,6187358,2611070,140,0.966181707861434,0
6624,80,6,3.1690122409298,903062,5663896,903068,160,1.10226512727993,0
64329,455,6,39.5522683225883,0,0,0,20,19.7761341612941,0
64329,176,6,1.97474303656237,0,0,0,20,0.987371518281184,0
4978,80,6,0.898893923285042,17242925,23600853,17242925,160,0.326870517558197,0
8507,80,6,2.19690321776295,1653385,4165473,2372419,80,0.549225804440738,0
64329,2789,6,37.1512427090686,0,0,0,20,18.5756213545343,0
64329,2577,6,56.3904474582006,0,0,0,20,28.1952237291003,0
64329,2282,6,43.0070531567177,0,0,0,20,21.5035265783589,0
64329,2717,6,37.6747164977584,0,0,0,20,18.8373582488792,0
64329,37,6,72.8544368352033,0,0,0,20,36.4272184176016,0
64329,1091,6,1.5825990073939,0,0,0,20,0.791299503696951,0
64329,3362,6,66.6244711682601,0,0,0,20,33.3122355841301,0
64329,2985,6,1.88346440676051,0,0,0,20,0.941732203380253,0
7515,80,6,2.75136240587933,1649094,4999783,1649100,120,0.825408721763799,0
64329,3741,6,1.98157531274212,0,0,0,20,0.990787656371062,0
7597,80,6,2.20074387894038,2238544,4190809,2395723,80,0.550185969735095,0
64329,482,6,1.51116296079137,0,0,0,20,0.755581480395683,0
64329,256,6,306.983883346124,0,0,0,20,153.491941673062,0
7733,80,6,1.92512713058289,2238874,1795111,903059,60,0.412527242267761,0
6637,80,6,3.16897425401313,903057,5661811,903063,160,1.10225191443935,0
3689,80,6,1.95623453413204,3918564,9987149,5615677,140,0.684682086946213,0
64329,3659,6,1.8697967063531,0,0,0,20,0.934898353176551,0
64329,22,6,177.698800533096,0,0,0,20,88.8494002665482,0
64329,3295,6,36.7843151680124,0,0,0,20,18.3921575840062,0
64329,2206,6,18.8341651756286,0,0,0,20,9.41708258781429,0
64329,2570,6,1.50622371639615,0,0,0,20,0.753111858198075,0
4956,80,6,0.996284398846352,16858168,23218167,16858168,180,0.373606649567382,0
64329,971,6,1.81124475078631,0,0,0,20,0.905622375393153,0
5438,80,6,2.99524245147668,902265,4580612,1578430,120,0.945866037308425,0
7600,80,6,2.20073298162869,2238548,4190637,2395549,80,0.550183245407173,0
7295,80,6,2.61467122298357,901443,5081383,2611955,120,0.825685649363231,0
5505,80,6,2.89927264152454,1293573,6345838,2610764,140,0.966424213841514,0
64329,3052,6,26.9019692241472,0,0,0,20,13.4509846120736,0
64329,2819,6,1.76788391367069,0,0,0,20,0.883941956835346,0
64329,4221,6,37.7294421701975,0,0,0,20,18.8647210850988,0
64329,944,6,41.8778005779136,0,0,0,20,20.9389002889568,0
64329,1580,6,1.76861556310951,0,0,0,20,0.884307781554755,0
64329,3778,6,1.92980526335088,0,0,0,20,0.964902631675438,0
64329,4555,6,51.5517063614806,0,0,0,20,25.7758531807403,0
64329,2449,6,37.2217672895109,0,0,0,20,18.6108836447555,0
4104,80,6,1.86650521396566,4718802,12490753,5639172,180,0.699939455237122,0
64329,375,6,1.76945739588955,0,0,0,20,0.884728697944775,0
7201,80,6,2.35411029226436,901690,2498941,1534974,80,0.62776274460383,0
7890,80,6,2.19956426631884,2239301,3857957,1650401,80,0.549891066579711,0
64329,3748,6,1.78340223210623,0,0,0,20,0.891701116053117,0
3073,80,6,4.67561678152689,922733,8076989,922740,360,2.21476584388116,0
3048,80,6,4.67577499432447,922724,8078423,922729,360,2.21484078678528,0
64329,2254,6,1.50170217942037,0,0,0,20,0.750851089710186,0
5385,80,6,2.99569770509059,902329,4612521,1578448,120,0.946009801607554,0
5743,80,6,3.03602212652926,1531674,6087069,1531680,160,1.10400804601064,0
5495,80,6,2.76126655431073,901670,6357204,2611401,120,0.828379966293219,0
64329,4663,6,2.26666137779012,0,0,0,20,1.13333068889506,0
8449,80,6,1.92246585357347,1653501,1793022,900667,60,0.411956968622885,0
6971,80,6,2.35512562475595,1650213,4446474,1650219,100,0.78504187491865,0
64329,2478,6,40.2034293525238,0,0,0,20,20.1017146762619,0
64329,1238,6,2.04301152156348,0,0,0,20,1.02150576078174,0
2978,80,6,5.1685087683136,923151,8106489,923159,420,2.5842543841568,0
64329,2632,6,31.6080600553141,0,0,0,20,15.8040300276571,0
5335,80,6,2.68065104498874,902511,4534584,1578570,100,0.788426777937863,0
64329,584,6,51.7558160598297,0,0,0,20,25.8779080299149,0
64329,4394,6,1.9272965907087,0,0,0,20,0.963648295354348,0
3257,80,6,3.567148871391,1436110,8058261,2118863,260,1.59906673545114,0
64329,4701,6,37.7024148396705,0,0,0,20,18.8512074198352,0
7482,80,6,2.0636225848909,1649080,5012607,2611866,80,0.550299355970906,0
7999,80,6,2.4740955325257,2239216,3778895,1225578,100,0.687248759034916,0
64329,3189,6,1.60361776167033,0,0,0,20,0.801808880835164,0
3988,80,6,2.2727634303273,3300902,11113801,4222248,200,0.874139780895116,0
5221,80,6,2.68122857678652,1643588,5573345,3222046,100,0.78859664023133,0
64329,1668,6,46.229947760159,0,0,0,20,23.1149738800795,0
64329,1579,6,54.343395918811,0,0,0,20,27.1716979594055,0
8191,80,6,2.19839014637569,1720569,1787718,833000,80,0.549597536593921,0
64329,507,6,36.7039823820885,0,0,0,20,18.3519911910442,0
64329,1537,6,1.79541916753595,0,0,0,20,0.897709583767974,0
3675,80,6,1.97192958239461,3837286,9913522,5534413,140,0.690175353838114,0
64329,3009,6,34.7953165503923,0,0,0,20,17.3976582751962,0
7278,80,6,2.66758850156376,901871,2471580,834022,100,0.784584853401105,0
5503,80,6,2.8992822481642,1293807,6356817,2610766,140,0.966427416054734,0
64329,1909,6,1.49076952777639,0,0,0,20,0.745384763888195,0
6608,80,6,3.16910044394964,903107,5701115,903112,160,1.10229580659118,0
5591,80,6,2.89872756902492,901775,6275316,2611041,140,0.966242523008305,0
4925,80,6,1.0545341806164,16476123,22838027,16476123,180,0.379632305021903,0
64329,1128,6,1.69689832439775,0,0,0,20,0.848449162198875,0
3288,80,6,2.95200555567446,1642534,8040833,2101542,160,0.984001851891485,0
6589,80,6,2.61801783255957,903123,4259541,903129,120,0.826742473439865,0
64329,269,6,67.7713395005252,0,0,0,20,33.8856697502626,0
64329,4179,6,1.71844188873948,0,0,0,20,0.85922094436974,0
64329,2635,6,33.6422816195394,0,0,0,20,16.8211408097697,0
3193,80,6,3.06017022777269,1347817,9294247,1393043,220,1.16075422432757,0
5464,80,6,2.62478758215758,902088,6366246,2607467,120,0.828880289102393,0
6970,80,6,2.35512932250623,1650236,4446511,1650243,100,0.785043107502076,0
64329,4247,6,52.4205173905066,0,0,0,20,26.2102586952533,0
64329,1591,6,2.13227572457394,0,0,0,20,1.06613786228697,0
64329,4975,6,2.02850248846543,0,0,0,20,1.01425124423271,0
64329,3622,6,11.0041265474553,0,0,0,20,5.50206327372765,0
5299,80,6,2.36546086510581,1643631,4635774,3222060,80,0.630789564028216,0
8425,80,6,2.47186027397825,1653589,4200529,2339937,100,0.686627853882846,0
4863,80,6,1.09301558233619,15642427,22008041,15642427,180,0.393485609641027,0
64329,1023,6,37.1408939813181,0,0,0,20,18.5704469906591,0
64329,237,6,2.00456439312314,0,0,0,20,1.00228219656157,0
64329,3692,6,19.9541055572184,0,0,0,20,9.9770527786092,0
64329,1747,6,2.22614022902531,0,0,0,20,1.11307011451265,0
64329,3863,6,1.88656286168947,0,0,0,20,0.943281430844737,0
8244,80,6,2.47275063147869,1720623,4332167,2612899,100,0.686875175410748,0
8588,80,6,2.05927527787861,1653706,4141629,2348954,80,0.549140074100962,0
64329,847,6,1.82041596504801,0,0,0,20,0.910207982524007,0
64329,1105,6,24.2239259716822,0,0,0,20,12.1119629858411,0
64329,753,6,67.4650025299376,0,0,0,20,33.7325012649688,0
4054,80,6,1.99011245793814,3920462,11713926,4841262,180,0.746292171726804,0
64329,1694,6,3.83679796189292,0,0,0,20,1.91839898094646,0
64329,686,6,55.5957080113415,0,0,0,20,27.7978540056708,0
64329,3933,6,7.78125340429837,0,0,0,20,3.89062670214918,0
7409,80,6,2.06385967075109,1504161,4260812,2611766,80,0.550362578866958,0
3685,80,6,1.97022730413896,3845980,9922023,5543092,140,0.689579556448638,0
64329,4187,6,2.19478497142939,0,0,0,20,1.09739248571469,0
64329,1358,6,43.9319055464031,0,0,0,20,21.9659527732015,0
6849,80,6,2.61681280188895,1650259,5427740,1650267,140,0.96408892701172,0
4989,80,6,0.968881269534816,17539039,23896459,17539039,180,0.363330476075556,0
64329,4456,6,1.66847139656061,0,0,0,20,0.834235698280306,0
3389,80,6,2.96922150666522,1830864,8640753,1830869,180,1.02780744461488,0
64329,4072,6,24.2057488653555,0,0,0,20,12.1028744326778,0
3534,80,6,1.8229421342406,3022415,7907523,4721157,100,0.536159451247236,0
64329,3218,6,1.99335217051134,0,0,0,20,0.996676085255672,0
3358,80,6,3.07453269870059,1830890,8024559,1830896,160,0.98385046358419,0
64329,4592,6,84.4344999366741,0,0,0,20,42.2172499683371,0
64329,655,6,6.46266197046564,0,0,0,20,3.23133098523282,0
64329,4548,6,2.00429319602589,0,0,0,20,1.00214659801294,0
64329,4636,6,43.2722473441658,0,0,0,20,21.6361236720829,0
5149,80,6,2.52386471832723,1642867,5583267,3221197,100,0.78870772447726,0
7406,80,6,2.06386705393985,1504173,4260814,2611765,80,0.550364547717294,0
7725,80,6,1.9251517500867,2238855,1795100,903011,60,0.412532517875722,0
8403,80,6,2.47196958159031,1653329,4244904,2341380,100,0.686658217108419,0
64329,2514,6,55.2776319062491,0,0,0,20,27.6388159531246,0
6955,80,6,2.35518626932685,1650217,4447275,1650222,100,0.785062089775618,0
64329,1260,6,1.68752731684844,0,0,0,20,0.843763658424221,0
6654,80,6,3.16888562141571,902724,5626053,902730,160,1.10222108570981,0
64329,3251,6,59.2680397095866,0,0,0,20,29.6340198547933,0
64329,583,6,1.66509869872537,0,0,0,20,0.832549349362683,0
64329,2477,6,39.9760143913652,0,0,0,20,19.9880071956826,0
64329,4477,6,33.2093517534538,0,0,0,20,16.6046758767269,0
5175,80,6,2.68149248085848,1643037,5578735,3221365,100,0.788674259076024,0
64329,4696,6,1.65898418739222,0,0,0,20,0.829492093696109,0
2971,80,6,4.92238930315581,923130,8113453,923138,380,2.33813491899901,0
64329,3066,6,60.268193460901,0,0,0,20,30.1340967304505,0
4976,80,6,0.899250507402099,17233246,23591258,17233246,160,0.327000184509854,0
5052,80,6,3.0417910286798,1641933,6511215,2454322,160,1.10610582861084,0
7862,80,6,1.64976006302083,2239269,0,0,40,0.274960010503472,0
64329,2841,6,47.8388786566843,0,0,0,20,23.9194393283421,0
7480,80,6,2.06362968247893,1649080,5012669,2611859,80,0.550301248661048,0
4911,80,6,1.07053314691783,16122260,22484419,16122260,180,0.385391932890418,0
5069,80,6,3.15528979601367,1642417,5614793,2454800,140,1.10435142860478,0
8350,80,6,1.92282521257863,1720768,4142758,2613224,60,0.412033974123992,0
64329,1479,6,1.57377833489531,0,0,0,20,0.786889167447654,0
64329,1138,6,57.4910888812234,0,0,0,20,28.7455444406117,0
6885,80,6,2.34119985666348,1650174,5391222,1650195,120,0.826305831763582,0
64329,1726,6,60.4485280783413,0,0,0,20,30.2242640391706,0
8223,80,6,2.47286341509856,1720609,4397583,2612818,100,0.686906504194045,0
64329,1514,6,1.6751948042158,0,0,0,20,0.837597402107897,0
2942,80,6,5.04564462417332,922792,8072506,922850,400,2.46129006057235,0
7109,80,6,2.35453302546506,901624,2556929,1541214,80,0.627875473457349,0
7225,80,6,2.35398320636994,901853,2494030,1534905,80,0.627728855031984,0
8427,80,6,1.92254426211859,1653525,1793017,900683,60,0.411973770453983,0
3505,80,6,2.28407571776264,1831229,9041680,4590043,120,0.652593062217896,0
64329,718,6,1.91521716647451,0,0,0,20,0.957608583237253,0
64329,202,6,2.0636363542562,0,0,0,20,1.0318181771281,0
7517,80,6,2.75135294341801,1649094,4999765,1649099,120,0.825405883025404,0
64329,3964,6,149.767859817283,0,0,0,20,74.8839299086416,0
8685,80,6,1.7841827804677,2483571,1790486,897876,60,0.411734487800239,0
64329,4169,6,1.88632087261204,0,0,0,20,0.943160436306018,0
64329,3632,6,7.25942273070445,0,0,0,20,3.62971136535223,0
64329,3013,6,20.0430926491958,0,0,0,20,10.0215463245979,0
64329,164,6,54.7855147099107,0,0,0,20,27.3927573549554,0
64329,2978,6,44.6030330062444,0,0,0,20,22.3015165031222,0
5363,80,6,2.68048747029783,902537,4532430,1578545,100,0.788378667734657,0
64329,1076,6,54.6283903744776,0,0,0,20,27.3141951872388,0
7367,80,6,2.75198063486267,901571,5069777,2611705,120,0.8255941904588,0
7062,80,6,2.82567382116813,901615,4336066,1543055,120,0.941891273722709,0
64329,624,6,1.52165080852916,0,0,0,20,0.760825404264579,0
64329,534,6,37.2939509211606,0,0,0,20,18.6469754605803,0
4807,80,6,1.21845279059535,14929706,21551419,14929706,200,0.451278811331611,0
64329,4204,6,2.09035999134591,0,0,0,20,1.04517999567295,0
64329,277,6,1.93086536558522,0,0,0,20,0.96543268279261,0
5166,80,6,2.52378111624946,1643032,5581801,3221395,100,0.788681598827956,0
6865,80,6,2.61672090165041,1650257,5392715,1650263,140,0.964055069029097,0
5513,80,6,2.89923861852108,1293323,6345286,2610772,140,0.966412872840361,0
7899,80,6,2.19953372634419,2239319,3857542,1650475,80,0.549883431586047,0
3207,80,6,3.05205811329134,1372771,9317788,1393056,220,1.15767721538637,0
3813,80,6,2.14728368147493,3496268,10438511,3496268,180,0.840241440577145,0
64329,2073,6,1.86360637651558,0,0,0,20,0.931803188257789,0
8070,80,6,2.06146802910463,2239438,1991564,833485,80,0.549724807761235,0
6995,80,6,2.51205590580418,1650712,4433833,1650718,100,0.785017470563807,0
64329,2264,6,60.5436822667555,0,0,0,20,30.2718411333777,0
7373,80,6,2.61436037884559,1466192,5067458,2611711,120,0.825587488056501,0
64329,370,6,1.62311444823442,0,0,0,20,0.811557224117208,0
5613,80,6,2.8986099370974,901791,6237095,2611067,140,0.966203312365801,0
64329,2973,6,1.6873279980022,0,0,0,20,0.843663999001102,0
4141,80,6,1.59972953905926,5907615,12751091,5907615,160,0.609420776784481,0
3980,80,6,2.2735896071071,3296783,11110283,4218167,200,0.874457541195039,0
5469,80,6,2.62472340250354,902091,6366196,2607559,120,0.828860021843224,0
7909,80,6,2.4744417659376,2239321,3846380,1292905,100,0.687344934982668,0
3111,80,6,4.55229361161873,922715,8072613,922721,340,2.09159436209509,0
3209,80,6,3.05176262969333,1373665,9318576,1393064,220,1.15756513540092,0
8047,80,6,2.61127932483861,2239247,3749458,903030,120,0.824614523633246,0
7911,80,6,2.4744172747318,2239321,3846312,1292905,100,0.687338131869945,0
7516,80,6,2.75135634989659,1649094,4999775,1649100,120,0.825406904968977,0
64329,3958,6,1.64843225850055,0,0,0,20,0.824216129250276,0
7233,80,6,2.35393666090004,901898,2493597,1534927,80,0.627716442906679,0
64329,19,6,64.1272284211876,0,0,0,20,32.0636142105938,0
3187,80,6,2.85591013148928,1325373,8657684,1393002,200,1.05774449314418,0
4281,80,6,1.43035557822329,7460684,14259288,7460684,160,0.54489736313268,0
4950,80,6,0.997357252619871,16832315,23192672,16832315,180,0.374008969732451,0
3263,80,6,3.4441187428819,1642537,8050786,2111435,240,1.47605088980653,0
2992,80,6,5.04539253523099,922665,8099909,922674,400,2.46116709035658,0
3894,80,6,2.54001060998718,2885074,10725062,3807571,220,0.997861311066391,0
64329,665,6,53.3646405891456,0,0,0,20,26.6823202945728,0
5564,80,6,3.17508655907173,901748,6329574,2610665,160,1.10437793359017,0
64329,1973,6,1.5979801530865,0,0,0,20,0.798990076543249,0
4931,80,6,1.05346330486019,16500153,22861741,16500153,180,0.379246789749667,0
64329,1289,6,49.2914356130622,0,0,0,20,24.6457178065311,0
64329,329,6,9.61173400487315,0,0,0,20,4.80586700243657,0
5609,80,6,2.89862514068684,901670,6237260,2611129,140,0.966208380228947,0
64329,195,6,2.27463745122324,0,0,0,20,1.13731872561162,0
64329,1675,6,68.7426960885406,0,0,0,20,34.3713480442703,0
5080,80,6,3.15523354644307,1642447,5614375,2454838,140,1.10433174125507,0
64329,4033,6,1.83317384720863,0,0,0,20,0.916586923604313,0
7969,80,6,2.47414654314994,2239405,3807800,1254591,100,0.687262928652761,0
4091,80,6,1.90602108885267,4452304,12231944,5372802,180,0.71475790831975,0
64329,3476,6,7.25802647002254,0,0,0,20,3.62901323501127,0
3545,80,6,1.81488261392632,3063560,7948735,4762397,100,0.533789004095977,0
7156,80,6,2.35433272560158,901594,2521230,1537141,80,0.627822060160421,0
8441,80,6,1.92250043702555,1653434,1793030,900678,60,0.411964379362617,0
3565,80,6,1.94686892243879,3455543,9562666,5154416,120,0.614800712349092,0
64329,2388,6,35.1407386583266,0,0,0,20,17.5703693291633,0
64329,2930,6,45.0440305398527,0,0,0,20,22.5220152699264,0
64329,2889,6,104.23724396727,0,0,0,20,52.1186219836348,0
4783,80,6,1.28646880623276,14535716,21166918,14535716,200,0.459453145083128,0
5051,80,6,3.04179649607166,1641931,6511271,2454319,160,1.10610781675333,0
3798,80,6,2.1551629223522,3457278,10406776,3457278,180,0.84332462178999,0
4166,80,6,1.56021319644667,6239817,13075013,6239817,160,0.594366931979682,0
2989,80,6,5.04539812313651,922664,8100043,922673,400,2.46116981616415,0
3425,80,6,2.91715973211049,1830995,8785156,1831001,180,1.00978606111517,0
3260,80,6,3.32112634893082,1642537,8050994,2111601,220,1.35305147549033,0
64329,2022,6,37.1002448616161,0,0,0,20,18.550122430808,0
4239,80,6,1.59208244938147,7225942,14033914,7225942,180,0.622988784540575,0
4252,80,6,1.45345396724413,7227630,14035433,7227630,160,0.553696749426335,0
7793,80,6,1.649933590173,2239100,0,0,40,0.274988931695499,0
64329,885,6,43.4037196987782,0,0,0,20,21.7018598493891,0
8672,80,6,1.7842770603459,2483360,1790339,897699,60,0.411756244695207,0
5004,80,6,0.967106569865209,17584358,23940944,17584358,180,0.362664963699453,0
64329,1950,6,38.1053995351141,0,0,0,20,19.0526997675571,0
6657,80,6,3.16886859404603,902729,5563660,902735,160,1.10221516314644,0
64329,3049,6,2.29548123042385,0,0,0,20,1.14774061521192,0
64329,3833,6,53.2113020805619,0,0,0,20,26.605651040281,0
64329,2918,6,52.2862147394839,0,0,0,20,26.143107369742,0
64329,4497,6,67.5196651024611,0,0,0,20,33.7598325512305,0
64329,1863,6,82.5934338220111,0,0,0,20,41.2967169110056,0
64329,4167,6,1.91939132262377,0,0,0,20,0.959695661311885,0
64329,4531,6,1.96866088733452,0,0,0,20,0.984330443667261,0
3528,80,6,1.83745743448789,2948817,7833921,4647555,100,0.54042865720232,0
6978,80,6,2.35509049670743,1650647,4443995,1650653,100,0.785030165569142,0
64329,441,6,36.9508184606289,0,0,0,20,18.4754092303145,0
6699,80,6,2.89310194946853,1649837,5556044,1649843,140,0.96436731648951,0
64329,1645,6,1.60909071892564,0,0,0,20,0.804545359462821,0
64329,111,6,311.720698254364,0,0,0,20,155.860349127182,0
7346,80,6,2.75206811038325,901588,5073619,2611715,120,0.825620433114975,0
6899,80,6,2.35542591989196,1650231,4497193,1650236,100,0.785141973297321,0
3061,80,6,4.67566798376953,922738,8078190,922744,360,2.21479009757504,0
7307,80,6,2.75221277907438,901497,5080206,2611731,120,0.825663833722313,0
8259,80,6,2.19795255224877,1720617,4147909,2612886,80,0.549488138062192,0
64329,4099,6,55.9800710946903,0,0,0,20,27.9900355473451,0
3913,80,6,2.41120599950919,3059074,10890599,3981492,220,0.982343184985224,0
3566,80,6,1.94684498400513,3455651,9562764,5154524,120,0.614793152843726,0
64329,897,6,45.4648783814503,0,0,0,20,22.7324391907252,0
64329,3962,6,35.3850781125599,0,0,0,20,17.69253905628,0
3625,80,6,1.80604084541976,3662123,9751139,5360490,120,0.60201361513992,0
3579,80,6,1.71254594030407,3622812,9714067,5321730,100,0.503689982442375,0
8440,80,6,1.92250307703484,1653474,1793031,900679,60,0.411964945078893,0
64329,1801,6,1.88168173423315,0,0,0,20,0.940840867116577,0
6938,80,6,2.35526281906745,1650223,4462328,1650229,100,0.785087606355818,0
3030,80,6,4.55283640477521,922707,8094284,922714,340,2.09184375354537,0
64329,1176,6,1.57729577371484,0,0,0,20,0.78864788685742,0
5492,80,6,2.76126541062226,901641,6357346,2611400,120,0.828379623186677,0
5120,80,6,3.15499562796481,1642992,5606240,2455420,140,1.10424846978768,0
4020,80,6,2.22174369281146,3563528,11368099,4484633,200,0.854516804927486,0
64329,1072,6,33.9725841246114,0,0,0,20,16.9862920623057,0
64329,3222,6,41.8786774713655,0,0,0,20,20.9393387356827,0
64329,262,6,1.51266936224347,0,0,0,20,0.756334681121735,0
