src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
142.250.67.78,10.0.2.15,443,36124,17,2024-02-20 12:15:33,40050379,247.138734941809,0.724088029229386,0.349559738248669,0.374528290980717,14,15,1199,8699,138,68,85.6428571428571,26.5023102574019,1399,75,579.933333333333,617.548321096324,1399,68,341.310344827586,508.532649306046,258605.455410226,112,120,8,14,1430370.67857143,29873017,2,5664181.15346334,40050379,29917237,2,3080798.38461538,8017732.92531887,40001128,29922633,100,2857223.42857143,7770192.99520368,0,0,0,0,1,0,0,0,0,0,0,1.07142857142857,341.310344827586,0,0,29872917,276,3983802.7,8926817.81144139,29823401,37741,3068202.30769231,7986954.928231,0,0,0,0,0,0,85.6428571428571,579.933333333333,0,14,15,1199,8699,Normal
10.0.2.15,157.240.16.2,49968,443,6,2024-02-20 12:15:39,53012099,110.993529986428,0.60363578510634,0.282954274268597,0.320681510837743,15,17,4705,1179,3738,54,313.666666666667,915.308885325361,98,60,69.3529411764706,11.975176169504,3738,54,183.875,638.478207830933,407654.421875,300,340,20,8,1710067.70967742,10989423,0,3818274.4031316,53011823,10989423,45,3786558.78571429,4941756.76274898,53011534,10990082,0,3313220.875,4795202.97769883,0,0,0,0,1,0,0,0,0,0,0,1.13333333333333,183.875,42044,65535,10988827,565,4407595.83333333,5077910.96485169,10989360,27165,4409770,5069346.88035099,0,0,100,6,0,508.40133201149,313.666666666667,69.3529411764706,0,15,17,4705,1179,Normal
10.0.2.15,192.168.101.1,47177,53,17,2024-02-20 12:15:42,5149,38259.8562827734,388.424936880948,194.212468440474,194.212468440474,1,1,76,121,76,76,76,0,121,121,121,0,121,76,98.5,22.5,506.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,121,0,1,1,76,121,Normal
10.0.2.15,192.168.101.1,40127,53,17,2024-02-20 12:15:42,5860,35665.5290102389,341.296928327645,170.648464163823,170.648464163823,1,1,76,133,76,76,76,0,133,133,133,0,133,76,104.5,28.5,812.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,133,0,1,1,76,133,Normal
10.0.2.15,157.240.16.35,51267,443,17,2024-02-20 12:15:42,337068,62577.8774609278,89.0028124888747,44.5014062444373,44.5014062444373,15,15,12768,8325,1399,73,851.2,634.958077356293,1274,84,555,470.611375411461,1399,73,703.1,578.1496547896,334257.023333333,120,120,8,15,11623.0344827586,137762,0,27309.6245930369,282107,139835,98,20150.5,36266.1582780697,291259,158189,0,20804.2142857143,42242.7469973563,0,0,0,0,1,0,0,0,0,0,0,1,703.1,0,0,136044,8431,52739,49432.8185975674,117335,8361,37988.1428571429,36528.9897808325,10597,9,3242.5,4.5,569884.377520839,3427589.85200846,851.2,555,0,15,15,12768,8325,Normal
10.0.2.15,157.240.16.16,44390,443,6,2024-02-20 12:15:47,46679147,24.1649659964866,0.34276547512747,0.171382737563735,0.171382737563735,8,8,560,568,86,54,70,16,82,60,71,11,86,54,70.5,13.7386316640341,188.75,160,160,20,4,3111943.13333333,15954374,42,6117151.90023688,46679147,15954374,164944,6668449.57142857,7514551.69010784,46678567,15954884,164543,6668366.71428572,7515228.07592028,0,0,0,0,1,0,0,0,0,0,0,1,70.5,65535,65535,15953953,538,6644335.14285714,7535110.93261307,15954285,163824,6667687.57142857,7515107.24505717,0,0,0,0,0,0,70,71,0,8,8,560,568,Normal
10.0.2.15,157.240.16.16,44364,443,6,2024-02-20 12:15:47,46687311,29.9867345112251,0.385543729430037,0.192771864715019,0.192771864715019,9,9,614,786,86,54,68.2222222222222,15.9009278399985,218,60,87.3333333333333,47.3474157455059,218,54,77.7777777777778,36.5871190988115,1338.61728395062,180,180,20,4,2746312.41176471,15026739,42,5330422.37084568,46687311,15026739,173289,5835913.875,6507533.01116117,46686982,15027134,172903,5835872.75,6507952.6781958,0,0,0,0,1,0,0,0,0,0,0,1,77.7777777777778,41760,65535,15026450,287,5813898.875,6526584.62441267,15026633,172333,5835446.875,6507860.88063788,0,0,0,0,0,0,68.2222222222222,87.3333333333333,0,9,9,614,786,Normal
10.0.2.15,157.240.16.16,44350,443,6,2024-02-20 12:15:47,46688686,24.1600288343947,0.342695444459499,0.17134772222975,0.17134772222975,8,8,560,568,86,54,70,16,82,60,71,11,86,54,70.5,13.7386316640341,188.75,160,160,20,4,3112579.06666667,15944479,35,6111835.18548548,46688686,15944479,174707,6669812.28571429,7504625.82164973,46688498,15944904,174474,6669785.42857143,7504979.25761216,0,0,0,0,1,0,0,0,0,0,0,1,70.5,42044,65535,15944106,143,6644554.71428571,7526416.71118999,15944427,174286,6669438.71428571,7504903.81962003,0,0,0,0,0,0,70,71,0,8,8,560,568,Normal
10.0.2.15,192.168.101.1,58202,53,17,2024-02-20 12:15:56,5212,33000.7674597084,383.729854182655,191.864927091328,191.864927091328,1,1,78,94,78,78,78,0,94,94,94,0,94,78,86,8,64,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,94,0,1,1,78,94,Normal
10.0.2.15,192.168.101.1,48831,53,17,2024-02-20 12:15:56,7181,30218.632502437,278.512741957945,139.256370978972,139.256370978972,1,1,78,139,78,78,78,0,139,139,139,0,139,78,108.5,30.5,930.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,139,0,1,1,78,139,Normal
10.0.2.15,162.213.33.48,51856,443,6,2024-02-20 12:15:56,7131402,72.6364885894807,0.981574170128118,0.981574170128118,0,7,0,518,0,74,74,74,0,0,0,0,0,74,74,74,0,0,140,0,20,0,1188567,2014409,1019597,369338.056619768,7131402,2014409,1019597,1188567,369338.056619768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,42340,0,0,0,0,0,1019597,7856,671957,469762.802671731,0,0,0,0,0,0,74,0,0,7,0,518,0,Normal
10.0.2.15,192.168.101.1,32933,53,17,2024-02-20 12:16:03,5677,35934.4724326229,352.29874933944,176.14937466972,176.14937466972,1,1,80,124,80,80,80,0,124,124,124,0,124,80,102,22,484,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,124,0,1,1,80,124,Normal
10.0.2.15,192.168.101.1,52868,53,17,2024-02-20 12:16:03,5752,37552.1557719054,347.705146036161,173.852573018081,173.852573018081,1,1,80,136,80,80,80,0,136,136,136,0,136,80,108,28,784,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,136,0,1,1,80,136,Normal
10.0.2.15,142.250.183.238,42233,443,17,2024-02-20 12:16:03,298939,31270.5936662664,60.212953144287,23.4161484450005,36.7968046992865,7,11,3623,5725,1399,73,517.571428571429,578.186291566224,1399,68,520.454545454546,560.469180668606,1399,68,519.333333333333,567.426647241738,321973,56,88,8,7,17584.6470588235,117745,0,32806.0265355606,254941,118071,81,42490.1666666667,46264.6239849869,224821,118057,0,22482.1,36724.1572332164,0,0,0,0,1,0,0,0,0,0,0,1.57142857142857,519.333333333333,0,0,117504,46350,79297,29285.6464159492,117433,43757,70472.25,29593.4956652218,0,0,3356,4,0,415603.715170279,517.571428571429,520.454545454546,0,7,11,3623,5725,Normal
10.0.2.15,192.168.101.1,46111,53,17,2024-02-20 12:16:05,3316,122436.670687575,603.13630880579,301.568154402895,301.568154402895,1,1,75,331,75,75,75,0,331,331,331,0,331,75,203,128,16384,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,331,0,1,1,75,331,Normal
10.0.2.15,192.168.101.1,53267,53,17,2024-02-20 12:16:05,4771,54915.1121358206,419.199329281073,209.599664640537,209.599664640537,1,1,75,187,75,75,75,0,187,187,187,0,187,75,131,56,3136,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,187,0,1,1,75,187,Normal
10.0.2.15,34.117.188.166,50116,443,6,2024-02-20 12:16:14,90477,3315.75980635963,44.2101307514617,22.1050653757308,22.1050653757308,2,2,147,153,93,54,73.5,19.5,93,60,76.5,16.5,93,54,75,18.1245689603919,328.5,40,40,20,1,30159,47440,692,20939.8793851986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,40880,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,76.5,0,2,2,147,153,Normal
10.0.2.15,43.250.48.50,33383,443,17,2024-02-20 12:16:22,344747,7973876.49493687,6320.57711887268,641.049813341378,5679.5273055313,221,1958,21684,2727286,1399,73,98.1176470588235,146.446149990201,1399,72,1392.8937691522,81.5504941556423,1399,72,1261.57411656723,401.168083816787,160935.831473233,1768,15664,8,221,158.263085399449,17040,-28,516.890494595473,344747,17822,123,1567.03181818182,2360.7655468448,336051,20794,0,171.717424629535,644.19283221491,0,0,0,0,1,0,0,0,0,0,0,8.85972850678733,1261.57411656723,0,0,0,0,0,0,16956,8287,12621.5,4334.5,0,0,18486.0152671756,13.6870229007634,0,12563581.3709774,98.1176470588235,1392.8937691522,0,221,1958,21684,2727286,Normal
10.0.2.15,192.168.101.1,49209,53,17,2024-02-20 12:16:28,4740,108438.818565401,421.940928270042,210.970464135021,210.970464135021,1,1,89,425,89,89,89,0,425,425,425,0,425,89,257,168,28224,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,425,0,1,1,89,425,Normal
10.0.2.15,192.168.101.1,52180,53,17,2024-02-20 12:21:49,4472,56797.8533094812,447.227191413238,223.613595706619,223.613595706619,1,1,71,183,71,71,71,0,183,183,183,0,183,71,127,56,3136,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,183,0,1,1,71,183,Normal
10.0.2.15,216.58.200.150,47231,443,17,2024-02-20 12:21:49,10792852,18198.5262097544,20.4765153825884,6.11515844004903,14.3613569425394,66,155,8436,187978,1399,73,127.818181818182,179.560820209393,1399,69,1212.76129032258,444.17918621802,1399,69,888.751131221719,628.134771371167,394553.291005508,528,1240,8,66,49058.4181818182,6380618,0,481167.68214666,10746150,6429417,142,165325.384615385,882753.167246492,10722327,6425736,0,69625.5,579019.770147098,0,0,0,0,1,0,0,0,0,0,0,2.34848484848485,888.751131221719,0,0,6379743,190,685639.666666667,1720176.82214904,6352160,6192,543480.157894737,1541436.45464852,863,4,7417.08333333333,6,20592.7269256467,2421048.33664282,127.818181818182,1212.76129032258,0,66,155,8436,187978,Normal
10.0.2.15,192.168.101.1,52709,53,17,2024-02-20 12:21:49,7137,61650.5534538321,280.22978842651,140.114894213255,140.114894213255,1,1,75,365,75,75,75,0,365,365,365,0,365,75,220,145,21025,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,365,0,1,1,75,365,Normal
10.0.2.15,192.168.101.1,57895,53,17,2024-02-20 12:21:49,6818,43414.4910530948,293.341155764154,146.670577882077,146.670577882077,1,1,75,221,75,75,75,0,221,221,221,0,221,75,148,73,5329,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,221,0,1,1,75,221,Normal
10.0.2.15,216.58.200.142,36622,443,17,2024-02-20 12:21:49,100180519,1474.09897127804,2.32580148641474,1.04810796598089,1.27769352043385,105,128,63107,84569,1399,73,601.019047619048,608.153081933948,1399,66,660.6953125,617.107030305949,1399,66,633.802575107296,613.806769857569,376758.750722983,840,1024,8,105,431812.581896552,29841695,0,2558370.14541446,100122534,29914472,24,962716.673076923,3771131.65926631,100133146,29892025,0,788449.968503937,3428158.58727863,0,0,0,0,1,0,0,0,0,0,0,1.21904761904762,633.802575107296,0,0,29841533,12503,1898383.65384615,5140555.23156146,29768918,13335,1353067.60273973,4401937.11335064,4693,4.57142857142857,5801.11111111111,5.22222222222222,884160.947382586,237751.538030683,601.019047619048,660.6953125,0,105,128,63107,84569,Normal
10.0.2.15,142.250.195.174,52020,443,6,2024-02-20 12:21:49,213313,43818.2389258976,79.6950959388317,37.5035745594502,42.1915213793815,8,9,1380,7967,717,54,172.5,212.599388522169,3940,60,885.222222222222,1405.82753626766,3940,54,549.823529411765,1092.76127500578,1194127.20415225,160,180,20,4,13332.0625,87320,21,25998.3278007181,212855,87749,210,30407.8571428571,32805.2642048654,158134,87320,250,19766.75,30638.2554976209,0,0,0,0,1,0,0,0,0,0,0,1.125,549.823529411765,42340,65535,87299,10714,50941.3333333333,31385.2013570444,86952,11124,51572,26939.4231285675,0,0,0,0,0,0,172.5,885.222222222222,0,8,9,1380,7967,Normal
10.0.2.15,157.240.16.2,49968,443,6,2024-02-20 12:21:49,109742395,108.144167985399,0.56495942156174,0.264255213311136,0.300704208250604,29,33,9589,2279,3945,54,330.655172413793,959.475045976995,98,60,69.0606060606061,12.0351490125342,3945,54,191.41935483871,669.113943437745,447713.46930281,580,660,20,16,1799055.6557377,10985875,0,3907671.47140692,109741921,10985875,118,3919354.32142857,4995905.80048711,109741583,10986406,0,3429424.46875,4855756.58926899,0,0,0,0,1,0,0,0,0,0,0,1.13793103448276,191.41935483871,42044,65535,10960748,812,4106725.625,5013725.05604227,10985818,26549,4564402.75,5111336.62516795,0,0,100,6,0,500.521793970214,330.655172413793,69.0606060606061,0,29,33,9589,2279,Normal
10.0.2.15,142.250.196.162,36305,443,17,2024-02-20 12:21:49,7837838,1116.88963206435,4.59310335324614,2.04137926810939,2.55172408513674,16,20,3116,5638,1399,73,194.75,317.944275778005,1399,66,281.9,400.95921238949,1399,66,243.166666666667,368.943499137138,136119.305555556,128,160,8,16,223938.228571429,7273906,0,1209232.49988164,7773507,7338554,712,518233.8,1822937.49086958,7769330,7315883,0,408912.105263158,1628220.56825791,0,0,0,0,1,0,0,0,0,0,0,1.25,243.166666666667,0,0,7273237,9378,940403.75,2393628.40343017,7209258,8423,632296.75,1983130.98272329,0,0,3356,4,0,424112.220396815,194.75,281.9,0,16,20,3116,5638,Normal
10.0.2.15,192.168.101.1,49516,53,17,2024-02-20 12:21:50,5344,31062.874251497,374.251497005988,187.125748502994,187.125748502994,1,1,75,91,75,75,75,0,91,91,91,0,91,75,83,8,64,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,91,0,1,1,75,91,Normal
10.0.2.15,192.168.101.1,51541,53,17,2024-02-20 12:21:50,5306,33546.9280060309,376.931775348662,188.465887674331,188.465887674331,1,1,75,103,75,75,75,0,103,103,103,0,103,75,89,14,196,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,103,0,1,1,75,103,Normal
10.0.2.15,142.250.182.67,52799,443,17,2024-02-20 12:21:50,183824,48970.7546348681,81.5997911045348,38.0799025154496,43.5198885890852,7,8,1985,7017,1399,73,283.571428571429,456.02157127639,1399,69,877.125,549.752771138991,1399,69,600.133333333333,588.149058960019,345919.315555556,56,64,8,7,13130.2857142857,46527,1,15828.9528461008,162364,51834,54,27060.6666666667,17948.8363380161,137297,63252,1,19613.8571428571,21513.6049275706,0,0,0,0,1,0,0,0,0,0,0,1.14285714285714,600.133333333333,0,0,41943,14040,27883,11934.2321411979,46527,13418,26812.5,13495.7963918399,0,0,0,0,0,0,283.571428571429,877.125,0,7,8,1985,7017,Normal
10.0.2.15,192.168.101.1,42250,53,17,2024-02-20 12:21:50,5474,37815.1260504202,365.363536719035,182.681768359518,182.681768359518,1,1,73,134,73,73,73,0,134,134,134,0,134,73,103.5,30.5,930.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,134,0,1,1,73,134,Normal
10.0.2.15,192.168.101.1,42340,53,17,2024-02-20 12:21:50,5283,41453.7194775696,378.572780617074,189.286390308537,189.286390308537,1,1,73,146,73,73,73,0,146,146,146,0,146,73,109.5,36.5,1332.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,146,0,1,1,73,146,Normal
10.0.2.15,142.250.195.193,39901,443,17,2024-02-20 12:21:50,6504886,3780.85027162659,7.07160740403444,2.92088131905771,4.15072608497674,19,27,4122,20472,1399,73,216.947368421053,331.107626592641,1399,66,758.222222222222,606.014077170155,1399,66,534.652173913044,576.084844951011,331873.748582231,152,216,8,19,144553.022222222,5859194,0,861963.718929347,6460581,5909145,53,358921.166666667,1347122.60581026,6457469,5904776,0,248364.192307692,1131828.23877922,0,0,0,0,1,0,0,0,0,0,0,1.42105263157895,534.652173913044,0,0,5856816,10820,777151.25,1920436.45690555,5809243,5147,447251.071428571,1487402.30515181,1035,4,6718,5,105633.802816901,13172549.0196078,216.947368421053,758.222222222222,0,19,27,4122,20472,Normal
10.0.2.15,142.250.195.193,54460,443,6,2024-02-20 12:21:50,272691,44035.1900136051,88.0117055568391,44.0058527784195,44.0058527784195,12,12,1604,10404,715,54,133.666666666667,182.756820818145,4434,60,867,1424.8816909952,4434,54,500.333333333333,1079.94832695314,1166288.38888889,240,240,20,4,11856.1304347826,83757,1,23304.8365316214,272691,84228,37,24790.0909090909,28986.8798579776,221105,83757,1,20100.4545454545,28057.6581714532,0,0,0,0,1,0,0,0,0,0,0,1,500.333333333333,42340,65535,83749,32121,54185.25,18641.1997518266,83389,32328,53416.4,16561.4786610375,0,0,9075,4,0,107329.130841011,133.666666666667,867,0,12,12,1604,10404,Normal
10.0.2.15,142.250.195.193,54464,443,6,2024-02-20 12:21:50,256858,46753.4591097026,93.4368405889636,46.7184202944818,46.7184202944818,12,12,1604,10405,715,54,133.666666666667,182.756820818145,4434,60,867.083333333333,1393.09771482677,4434,54,500.375,1059.02580282147,1121535.65104167,240,240,20,4,11167.7391304348,78472,43,20711.8775631959,256858,79014,139,23350.7272727273,25984.7952607636,212832,78472,591,19348.3636363636,24750.7326439688,0,0,0,0,1,0,0,0,0,0,0,1,500.375,42340,65535,78429,34569,49131.5,17212.7572094072,78021,34836,47662.4,15469.0612591715,0,0,9076,4,0,112901.018796104,133.666666666667,867.083333333333,0,12,12,1604,10405,Normal
10.0.2.15,142.250.195.193,54478,443,6,2024-02-20 12:21:50,234331,50232.3636223974,85.3493562524805,42.6746781262402,42.6746781262402,10,10,1486,10285,715,54,148.6,195.393551582441,4434,60,1028.5,1473.95164439001,4434,54,588.55,1139.6982265056,1298912.0475,200,200,20,4,12333.2105263158,74529,15,20998.3408231246,234331,75305,141,26036.7777777778,24835.7909959611,149857,74529,141,16650.7777777778,24131.3851459407,0,0,0,0,1,0,0,0,0,0,0,1,588.55,42340,65535,74514,25486,44945.5,18117.8032953777,73843,25914,44312.6,15913.2104190198,0,0,9076,4,0,121076.293005696,148.6,1028.5,0,10,10,1486,10285,Normal
10.0.2.15,157.240.16.16,44390,443,6,2024-02-20 12:21:52,95745369,20.6171851507513,0.292442342563848,0.146221171281924,0.146221171281924,14,14,980,994,86,54,70,16,82,60,71,11,86,54,70.5,13.7386316640341,188.75,280,280,20,7,3546124.77777778,16017979,57,6533318.65523784,95745369,16017979,164969,7365028.38461538,7779831.45754083,95744640,16018505,162916,7364972.30769231,7780999.26206167,0,0,0,0,1,0,0,0,0,0,0,1,70.5,65535,65535,16017510,646,7351373.38461538,7791555.22532828,16017922,160143,7363806,7780873.15555843,0,0,0,0,0,0,70,71,0,14,14,980,994,Normal
10.0.2.15,157.240.16.16,44364,443,6,2024-02-20 12:21:52,95755415,24.1448486229212,0.313298208774929,0.156649104387465,0.156649104387465,15,15,1034,1278,86,54,68.9333333333333,15.9644048502355,284,60,85.2,54.1838844430088,284,54,77.0666666666667,40.7618558077143,1661.52888888889,300,300,20,7,3301910.86206897,16009171,31,6030062.97707343,95755415,16009171,173655,6839672.5,7150081.13222387,95754915,16009600,172383,6839636.78571429,7150828.46500324,0,0,0,0,1,0,0,0,0,0,0,1,77.0666666666667,41760,65535,16008852,469,6826547.64285714,7161824.63901666,16009061,170621,6838793.71428572,7150791.01008389,0,0,0,0,0,0,68.9333333333333,85.2,0,15,15,1034,1278,Normal
10.0.2.15,157.240.16.16,44350,443,6,2024-02-20 12:21:52,95758869,20.6142785583652,0.292401114303052,0.146200557151526,0.146200557151526,14,14,980,994,86,54,70,16,82,60,71,11,86,54,70.5,13.7386316640341,188.75,280,280,20,7,3546624.77777778,16007659,53,6528185.53072298,95758869,16007659,175216,7366066.84615385,7770366.12788149,95758457,16008143,173552,7366035.15384615,7771458.52405613,0,0,0,0,1,0,0,0,0,0,0,1,70.5,42044,65535,16007255,359,7351650.92307692,7782847.69421638,16007579,171941,7364945.84615385,7771327.6643202,0,0,0,0,0,0,70,71,0,14,14,980,994,Normal
10.0.2.15,157.240.16.50,44946,443,6,2024-02-20 12:22:05,93364090,15.5091748872613,0.171372098201782,0.0856860491008909,0.0856860491008909,8,8,708,740,123,54,88.5,34.5,125,60,92.5,32.5,125,54,90.5,33.5745439283991,1127.25,160,160,20,4,6224272.66666667,32754847,52,12329356.0086258,93364090,32754847,251867,13337727.1428571,15194245.7113112,93363532,32755359,251391,13337647.4285714,15195078.9884323,0,0,0,0,1,0,0,0,0,0,0,1,90.5,40880,65535,32754390,421,13300891.2857143,15225495.2994721,32754792,250565,13336823.2857143,15194954.7211586,0,0,0,0,0,0,88.5,92.5,0,8,8,708,740,Normal
10.0.2.15,216.58.200.150,58084,443,6,2024-02-20 12:22:07,46511,11158.6506417837,172.002322031347,86.0011610156737,86.0011610156737,4,4,279,240,93,54,69.75,16.6188898546203,60,60,60,0,93,54,64.875,12.7223965902655,161.859375,80,80,20,2,6644.42857142857,43858,1,15197.7715740278,46511,44877,306,15503.6666666667,20774.2734222457,45938,43858,1,15312.6666666667,20202.4183755862,0,0,0,0,1,0,0,0,0,0,0,1,64.875,40880,65535,0,0,0,0,0,0,0,0,0,0,24,4,0,522.443293134224,69.75,60,0,4,4,279,240,Normal
10.0.2.15,142.250.195.164,49246,443,6,2024-02-20 12:22:11,47179,11000.6570720024,169.566968354565,84.7834841772823,84.7834841772823,4,4,279,240,93,54,69.75,16.6188898546203,60,60,60,0,93,54,64.875,12.7223965902655,161.859375,80,80,20,2,6739.85714285714,44158,1,15282.489488941,47179,44932,77,15726.3333333333,20669.1942486612,46200,44158,1,15400,20352.0240271085,0,0,0,0,1,0,0,0,0,0,0,1,64.875,40880,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.75,60,0,4,4,279,240,Normal
10.0.2.15,142.250.195.163,60366,443,6,2024-02-20 12:22:11,46408,11183.4166523013,172.384071711774,86.1920358558869,86.1920358558869,4,4,279,240,93,54,69.75,16.6188898546203,60,60,60,0,93,54,64.875,12.7223965902655,161.859375,80,80,20,2,6629.71428571429,43315,0,14989.6098940403,46408,43474,416,15469.3333333333,19820.8748097106,45814,43315,0,15271.3333333333,19856.0936126811,0,0,0,0,1,0,0,0,0,0,0,1,64.875,40880,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.75,60,0,4,4,279,240,Normal
10.0.2.15,34.117.237.239,51300,443,6,2024-02-20 12:22:13,47362,6334.19196824458,84.4558929099278,42.2279464549639,42.2279464549639,2,2,147,153,93,54,73.5,19.5,93,60,76.5,16.5,93,54,75,18.1245689603919,328.5,40,40,20,1,15787.3333333333,46659,95,21830.5694586488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,42128,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,76.5,0,2,2,147,153,Normal
10.0.2.15,142.250.195.174,52020,443,6,2024-02-20 12:22:48,96967,3093.83604731507,41.2511472975342,20.6255736487671,20.6255736487671,2,2,147,153,93,54,73.5,19.5,93,60,76.5,16.5,93,54,75,18.1245689603919,328.5,40,40,20,1,32322.3333333333,54452,226,23232.3854756435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,40880,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,76.5,0,2,2,147,153,Normal
10.0.2.15,142.250.195.193,54478,443,6,2024-02-20 12:22:49,42083,7128.76933678683,95.0502578238243,47.5251289119122,47.5251289119122,2,2,147,153,93,54,73.5,19.5,93,60,76.5,16.5,93,54,75,18.1245689603919,328.5,40,40,20,1,14027.6666666667,41599,78,19496.3366188511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,40880,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,76.5,0,2,2,147,153,Normal
